id,time,x,y,z,tilt_fc,tilt_tw,z_smo,y_smo,t1,tVal,bin,windowSize,run_id,smo_prob,bin_hmm,run_idle_id,numbers,recipe_step
1158,49.974S,-0.01,0.96,-0.08,0.61,3.65,-0.06663289904964678,0.9542312023177111,1970-01-01T00:00:00Z,20,0,,2,4.753734033342545e-4,Idle,1,2200,Idle 0
1159,49.977S,-0.01,0.96,-0.08,0.6,4.76,-0.06663172256271904,0.9542295797571232,1970-01-01T00:00:00Z,20,0,,2,4.2010560001875613e-4,Idle,1,2200,Idle 0
1160,49.98S,-0.01,0.96,-0.08,1.79,4.76,-0.06663053510279487,0.9542279724017253,1970-01-01T00:00:00Z,20,0,,2,4.0746484293625705e-4,Idle,1,2200,Idle 0
1161,49.983S,-0.01,0.96,-0.08,0.6,4.76,-0.06662933663148471,0.9542263804989494,1970-01-01T00:00:00Z,20,0,,2,4.046295871405139e-4,Idle,1,2200,Idle 0
1162,49.986S,-0.01,0.96,-0.08,0.6,3.58,-0.06662812711039909,0.9542248042962279,1970-01-01T00:00:00Z,20,0,,2,4.040496942567025e-4,Idle,1,2200,Idle 0
1163,49.989S,-0.01,0.96,-0.08,0,3.65,-0.06662690650114843,0.9542232440409929,1970-01-01T00:00:00Z,20,0,,2,4.0398808505969766e-4,Idle,1,2200,Idle 0
1164,49.992S,-0.01,0.96,-0.08,0.61,4.86,-0.06662567476534328,0.9542216999806765,1970-01-01T00:00:00Z,20,0,,2,4.040450151722223e-4,Idle,1,2200,Idle 0
1165,49.995S,-0.01,0.96,-0.08,0.6,4.76,-0.0666244318645941,0.9542201723627112,1970-01-01T00:00:00Z,20,0,,2,4.041283788770734e-4,Idle,1,2200,Idle 0
1166,49.998S,-0.01,0.96,-0.08,0.6,4.76,-0.06662317776051134,0.9542186614345286,1970-01-01T00:00:00Z,20,0,,2,4.042165438294185e-4,Idle,1,2200,Idle 0
1167,50.001S,-0.01,0.96,-0.08,0,4.76,-0.06662191241470554,0.9542171674435614,1970-01-01T00:00:00Z,20,0,,2,4.043026957639098e-4,Idle,1,2200,Idle 0
1168,50.003S,0,0.96,-0.08,0,3.58,-0.06662106258647552,0.9542161809813361,1970-01-01T00:00:00Z,20,0,,2,4.043773443287429e-4,Idle,1,2200,Idle 0
1169,50.007S,0,0.96,-0.08,0.6,4.76,-0.06661934784436664,0.9542142312630012,1970-01-01T00:00:00Z,20,0,,2,4.044798436790516e-4,Idle,1,2200,Idle 0
1170,50.01S,-0.01,0.96,-0.08,0,4.76,-0.06661804854305454,0.9542127895682727,1970-01-01T00:00:00Z,20,0,,2,4.0457199015688254e-4,Idle,1,2200,Idle 0
1171,50.013S,-0.01,0.96,-0.08,0.6,4.76,-0.0666167378464613,0.9542113658004878,1970-01-01T00:00:00Z,20,0,,2,4.046674558275399e-4,Idle,1,2200,Idle 0
1172,50.016S,0,0.96,-0.08,0.6,4.76,-0.0666154157161974,0.9542099602070793,1970-01-01T00:00:00Z,20,0,,2,4.0479110405009416e-4,Idle,1,2200,Idle 0
1173,50.019S,0,0.96,-0.08,0,3.69,-0.06661408211387335,0.9542085730354788,1970-01-01T00:00:00Z,20,0,,2,4.05042909475363e-4,Idle,1,2200,Idle 0
1174,50.022S,0,0.96,-0.08,0,4.76,-0.06661273700109961,0.9542072045331187,1970-01-01T00:00:00Z,20,0,,2,4.0585478025469655e-4,Idle,1,2200,Idle 0
1175,50.025S,0,0.96,-0.06,0,4.86,-0.06661138033948667,0.9542058549474313,1970-01-01T00:00:00Z,20,0,,2,4.0909970629305394e-4,Idle,1,2200,Idle 0
1176,50.028S,0,0.96,-0.08,0.6,3.58,-0.06660999823213881,0.9542044901339621,1970-01-01T00:00:00Z,20,0,,2,4.2290053159486175e-4,Idle,1,2200,Idle 0
1177,50.031S,-0.01,0.96,-0.08,0.6,3.58,-0.06660857702187055,0.9542030760859176,1970-01-01T00:00:00Z,20,0,,2,4.824750317965246e-4,Idle,1,2200,Idle 0
1178,50.034S,-0.01,0.96,-0.06,0,4.86,-0.06660711702985768,0.9542016132572203,1970-01-01T00:00:00Z,20,0,,2,7.405108995169096e-4,Idle,1,2200,Idle 0
1179,50.036S,0,0.94,-0.06,0.6,4.76,-0.06660612231504077,0.9542006111618853,1970-01-01T00:00:00Z,20,0,,2,0.0018589247099253417,Idle,1,2200,Idle 0
1180,50.039S,0,0.94,-0.06,0,3.65,-0.06660459840051099,0.954199068040817,1970-01-01T00:00:00Z,20,0,,2,0.002461166545387219,Idle,1,2200,Idle 0
1181,50.042S,0,0.94,-0.06,0,3.65,-0.06660303656070543,0.9541974773495562,1970-01-01T00:00:00Z,20,0,,2,0.0027240113342553115,Idle,1,2200,Idle 0
1182,50.045S,0,0.94,-0.06,0.61,3.65,-0.06660143711679997,0.954195839542026,1970-01-01T00:00:00Z,20,0,,2,0.002725304874641462,Idle,1,2200,Idle 0
1183,50.049S,0,0.94,-0.06,0,3.65,-0.06659924658477817,0.954193583291235,1970-01-01T00:00:00Z,20,0,,2,0.0024664781517906714,Idle,1,2200,Idle 0
1184,50.052S,-0.01,0.94,-0.06,0,3.58,-0.06659756064698998,0.9541918373109972,1970-01-01T00:00:00Z,20,0,,2,0.001873085460813133,Idle,1,2200,Idle 0
1185,50.055S,-0.01,0.96,-0.06,0.6,3.58,-0.06659583817568791,0.9541900457275655,1970-01-01T00:00:00Z,20,0,,2,7.719690385241293e-4,Idle,1,2200,Idle 0
1186,50.058S,-0.01,0.96,-0.06,0.61,4.86,-0.06659407949204782,0.9541882089948625,1970-01-01T00:00:00Z,20,0,,2,5.720949209025067e-4,Idle,1,2200,Idle 0
1187,50.061S,-0.01,0.96,-0.06,0.6,2.98,-0.06659228491724552,0.9541863275668107,1970-01-01T00:00:00Z,20,0,,2,7.611083125599427e-4,Idle,1,2200,Idle 0
1188,50.064S,-0.01,0.94,-0.06,0.6,3.58,-0.06659045477245681,0.954184401897333,1970-01-01T00:00:00Z,20,0,,2,0.0018225863584773788,Idle,1,2200,Idle 0
1189,50.067S,0,0.94,-0.06,0,3.65,-0.06658858937885755,0.9541824324403522,1970-01-01T00:00:00Z,20,0,,2,0.002353354796080145,Idle,1,2200,Idle 0
1190,50.069S,0,0.94,-0.06,0,4.86,-0.06658732635905748,0.9541810953668004,1970-01-01T00:00:00Z,20,0,,2,0.0025113462125979672,Idle,1,2200,Idle 0
1191,50.072S,0,0.94,-0.06,0,3.65,-0.06658540293116462,0.9541790539393645,1970-01-01T00:00:00Z,20,0,,2,0.0023441030368879976,Idle,1,2200,Idle 0
1192,50.075S,0,0.94,-0.06,0.61,3.65,-0.06658344511093005,0.954176969934886,1970-01-01T00:00:00Z,20,0,,2,0.0018033316241039307,Idle,1,2200,Idle 0
1193,50.078S,-0.01,0.96,-0.06,0,3.58,-0.06658145321952957,0.9541748438072873,1970-01-01T00:00:00Z,20,0,,2,7.298304890317356e-4,Idle,1,2200,Idle 0
1194,50.081S,-0.01,0.96,-0.06,0.6,4.76,-0.06657942757813899,0.9541726760104914,1970-01-01T00:00:00Z,20,0,,2,4.817039602742507e-4,Idle,1,2200,Idle 0
1195,50.084S,-0.01,0.96,-0.08,0.6,3.58,-0.06657736850793418,0.9541704669984209,1970-01-01T00:00:00Z,20,0,,2,4.2442307220318137e-4,Idle,1,2200,Idle 0
1196,50.087S,-0.01,0.96,-0.08,0.6,4.76,-0.06657527633009089,0.9541682172249984,1970-01-01T00:00:00Z,20,0,,2,4.1128532379998905e-4,Idle,1,2200,Idle 0
1197,50.091S,-0.01,0.96,-0.06,0.6,4.76,-0.06657243581398099,0.9541651549051119,1970-01-01T00:00:00Z,20,0,,2,4.083823442779285e-4,Idle,1,2200,Idle 0
1198,50.094S,-0.01,0.96,-0.08,0,3.58,-0.06657026763399844,0.954162811787123,1970-01-01T00:00:00Z,20,0,,2,4.0782310469845626e-4,Idle,1,2200,Idle 0
1199,50.097S,0,0.96,-0.08,0.61,3.65,-0.0665680674169635,0.9541604294208579,1970-01-01T00:00:00Z,20,0,,2,4.078139521256851e-4,Idle,1,2200,Idle 0
1200,50.1S,0,0.96,-0.06,0,4.76,-0.06656583548405201,0.9541580082602389,1970-01-01T00:00:00Z,20,0,,2,4.079588621060113e-4,Idle,1,2200,Idle 0
1201,50.103S,0,0.96,-0.08,0,4.76,-0.06656357215643978,0.9541555487591891,1970-01-01T00:00:00Z,20,0,,2,4.0824846519825914e-4,Idle,1,2200,Idle 0
1202,50.105S,0,0.96,-0.08,0,3.65,-0.0665620459884699,0.9541538880157425,1970-01-01T00:00:00Z,20,0,,2,4.0903584438970657e-4,Idle,1,2200,Idle 0
1203,50.108S,0,0.96,-0.08,0,4.76,-0.06655973105008049,0.9541513656226916,1970-01-01T00:00:00Z,20,0,,2,4.120670434386906e-4,Idle,1,2200,Idle 0
1204,50.111S,0,0.96,-0.06,0.6,4.76,-0.06655738557345918,0.9541488060996701,1970-01-01T00:00:00Z,20,0,,2,4.246668509912757e-4,Idle,1,2200,Idle 0
1205,50.114S,-0.01,0.96,-0.06,0.6,3.58,-0.06655500987978184,0.9541462099006011,1970-01-01T00:00:00Z,20,0,,2,4.785111140031512e-4,Idle,1,2200,Idle 0
1206,50.117S,-0.01,0.96,-0.06,0,3.65,-0.06655260429022422,0.9541435774794067,1970-01-01T00:00:00Z,20,0,,2,7.102173903022062e-4,Idle,1,2200,Idle 0
1207,50.12S,-0.01,0.94,-0.06,0.6,3.58,-0.06655016912596219,0.95414090929001,1970-01-01T00:00:00Z,20,0,,2,0.0017087920865144761,Idle,1,2200,Idle 0
1208,50.123S,0,0.94,-0.06,0,4.86,-0.06654770470817156,0.9541382057863337,1970-01-01T00:00:00Z,20,0,,2,0.0021429524384285773,Idle,1,2200,Idle 0
1209,50.126S,-0.01,0.94,-0.06,0.61,3.65,-0.06654521135802811,0.9541354674223004,1970-01-01T00:00:00Z,20,0,,2,0.0021464196505579917,Idle,1,2200,Idle 0
1210,50.129S,0,0.94,-0.06,0,3.65,-0.06654268939670775,0.9541326946518327,1970-01-01T00:00:00Z,20,0,,2,0.0017217978516343999,Idle,1,2200,Idle 0
1211,50.132S,-0.01,0.96,-0.06,0.6,3.58,-0.06654013914538622,0.9541298879288533,1970-01-01T00:00:00Z,20,0,,2,7.407395778685782e-4,Idle,1,2200,Idle 0
1212,50.135S,0,0.96,-0.06,0,5.36,-0.06653756092523935,0.9541270477072853,1970-01-01T00:00:00Z,20,0,,2,5.676379883600758e-4,Idle,1,2200,Idle 0
1213,50.138S,0,0.96,-0.06,0.6,3.58,-0.066534955057443,0.9541241744410507,1970-01-01T00:00:00Z,20,0,,2,7.625252963096629e-4,Idle,1,2200,Idle 0
1214,50.141S,0,0.94,-0.06,0,3.65,-0.06653232186317294,0.9541212685840729,1970-01-01T00:00:00Z,20,0,,2,0.0018191887607357038,Idle,1,2200,Idle 0
1215,50.144S,0,0.94,-0.06,0,3.65,-0.06652966166360504,0.954118330590274,1970-01-01T00:00:00Z,20,0,,2,0.002380117061331291,Idle,1,2200,Idle 0
1216,50.147S,0,0.94,-0.06,0,3.65,-0.06652697477991507,0.954115360913577,1970-01-01T00:00:00Z,20,0,,2,0.0026202042695898102,Idle,1,2200,Idle 0
1217,50.15S,-0.01,0.94,-0.06,0.61,3.65,-0.06652426153327888,0.9541123600079044,1970-01-01T00:00:00Z,20,0,,2,0.0026155670267140143,Idle,1,2200,Idle 0
1218,50.153S,-0.01,0.94,-0.06,0.6,3.58,-0.06652152224487229,0.954109328327179,1970-01-01T00:00:00Z,20,0,,2,0.002366649903871999,Idle,1,2200,Idle 0
1219,50.156S,-0.01,0.94,-0.06,0.61,3.65,-0.06651875723587111,0.9541062663253236,1970-01-01T00:00:00Z,20,0,,2,0.0017979675300448688,Idle,1,2200,Idle 0
1220,50.159S,0,0.96,-0.06,0,3.65,-0.06651596682745116,0.9541031744562607,1970-01-01T00:00:00Z,20,0,,2,7.341844675161608e-4,Idle,1,2200,Idle 0
1221,50.162S,0,0.96,-0.06,0,3.58,-0.06651315134078827,0.9541000531739133,1970-01-01T00:00:00Z,20,0,,2,4.866787505050172e-4,Idle,1,2200,Idle 0
1222,50.164S,0,0.96,-0.08,0,4.76,-0.06651126057592781,0.9540979562024605,1970-01-01T00:00:00Z,20,0,,2,4.2915583042774823e-4,Idle,1,2200,Idle 0
1223,50.167S,0,0.96,-0.08,1.79,4.76,-0.06650840400591738,0.9540947869066887,1970-01-01T00:00:00Z,20,0,,2,4.1591139113613496e-4,Idle,1,2200,Idle 0
1224,50.17S,0,0.96,-0.08,0,4.76,-0.06650552321413288,0.9540915894080929,1970-01-01T00:00:00Z,20,0,,2,4.129822517783649e-4,Idle,1,2200,Idle 0
1225,50.173S,0,0.96,-0.08,0,4.86,-0.06650261852175007,0.9540883641605955,1970-01-01T00:00:00Z,20,0,,2,4.124648317681935e-4,Idle,1,2200,Idle 0
1226,50.177S,0,0.96,-0.08,0,4.86,-0.06649870897498329,0.9540840214501987,1970-01-01T00:00:00Z,20,0,,2,4.1254154451576326e-4,Idle,1,2200,Idle 0
1227,50.18S,0,0.96,-0.08,0,4.76,-0.06649574976355493,0.9540807332205191,1970-01-01T00:00:00Z,20,0,,2,4.127164933409146e-4,Idle,1,2200,Idle 0
1228,50.183S,0,0.96,-0.08,0,4.76,-0.06649276772211436,0.9540774187550137,1970-01-01T00:00:00Z,20,0,,2,4.129083601159598e-4,Idle,1,2200,Idle 0
1229,50.185S,0,0.96,-0.06,0,3.58,-0.06649076716975255,0.9540751947600442,1970-01-01T00:00:00Z,20,0,,2,4.1307374067999533e-4,Idle,1,2200,Idle 0
1230,50.188S,0,0.96,-0.06,0.6,3.58,-0.06648774779201569,0.9540718375768794,1970-01-01T00:00:00Z,20,0,,2,4.1327543893578605e-4,Idle,1,2200,Idle 0
1231,50.191S,0,0.96,-0.06,0,3.65,-0.06648470644073547,0.9540684553683494,1970-01-01T00:00:00Z,20,0,,2,4.134870123532518e-4,Idle,1,2200,Idle 0
1232,50.194S,-0.01,0.96,-0.06,0,3.58,-0.06648164343708768,0.9540650485883763,1970-01-01T00:00:00Z,20,0,,2,4.137022726752671e-4,Idle,1,2200,Idle 0
1233,50.197S,-0.01,0.96,-0.06,1.79,3.58,-0.06647855910224822,0.9540616176908835,1970-01-01T00:00:00Z,20,0,,2,4.1391975863390993e-4,Idle,1,2200,Idle 0
1234,50.2S,-0.01,0.96,-0.06,0.6,3.58,-0.06647545375739283,0.9540581631297932,1970-01-01T00:00:00Z,20,0,,2,4.141391154351827e-4,Idle,1,2200,Idle 0
1235,50.203S,-0.01,0.96,-0.06,1.79,3.58,-0.06647232772369738,0.9540546853590284,1970-01-01T00:00:00Z,20,0,,2,4.1436026004733735e-4,Idle,1,2200,Idle 0
1236,50.206S,-0.01,0.96,-0.06,0.6,4.76,-0.06646918132233767,0.9540511848325117,1970-01-01T00:00:00Z,20,0,,2,4.1458323041938e-4,Idle,1,2200,Idle 0
1237,50.209S,-0.01,0.96,-0.06,0,4.86,-0.06646601487448954,0.9540476620041657,1970-01-01T00:00:00Z,20,0,,2,4.1480833869946313e-4,Idle,1,2200,Idle 0
1238,50.212S,-0.01,0.96,-0.06,0.6,3.58,-0.06646282870132879,0.954044117327913,1970-01-01T00:00:00Z,20,0,,2,4.150370118434911e-4,Idle,1,2200,Idle 0
1239,50.215S,-0.01,0.96,-0.06,0.6,3.58,-0.06645962312403124,0.9540405512576765,1970-01-01T00:00:00Z,20,0,,2,4.1527542428910157e-4,Idle,1,2200,Idle 0
1240,50.219S,-0.01,0.96,-0.06,0.6,3.58,-0.06645531939187374,0.9540357640023884,1970-01-01T00:00:00Z,20,0,,2,4.155500134018189e-4,Idle,1,2200,Idle 0
1241,50.222S,-0.01,0.96,-0.06,0,3.65,-0.06645206978727407,0.9540321497781111,1970-01-01T00:00:00Z,20,0,,2,4.157813313963447e-4,Idle,1,2200,Idle 0
1242,50.224S,-0.01,0.96,-0.06,0,4.76,-0.066449893179076,0.9540297292222908,1970-01-01T00:00:00Z,20,0,,2,4.1596867862397967e-4,Idle,1,2200,Idle 0
1243,50.227S,0,0.96,-0.06,0.61,3.65,-0.06644661319698945,0.9540260821153457,1970-01-01T00:00:00Z,20,0,,2,4.1619225395301364e-4,Idle,1,2200,Idle 0
1244,50.23S,-0.01,0.96,-0.06,0.6,3.58,-0.06644331541664522,0.9540224158840301,1970-01-01T00:00:00Z,20,0,,2,4.1642548507173603e-4,Idle,1,2200,Idle 0
1245,50.233S,-0.01,0.96,-0.06,0,3.58,-0.06644000015921911,0.954018730982267,1970-01-01T00:00:00Z,20,0,,2,4.166621254851591e-4,Idle,1,2200,Idle 0
1246,50.236S,-0.01,0.96,-0.06,0.6,3.58,-0.06643666774588693,0.9540150278639786,1970-01-01T00:00:00Z,20,0,,2,4.1690069213267794e-4,Idle,1,2200,Idle 0
1247,50.239S,-0.01,0.96,-0.06,0.6,5.36,-0.06643331849782451,0.9540113069830879,1970-01-01T00:00:00Z,20,0,,2,4.1714081879841626e-4,Idle,1,2200,Idle 0
1248,50.242S,-0.01,0.96,-0.08,0.61,3.65,-0.06642995273620768,0.9540075687935174,1970-01-01T00:00:00Z,20,0,,2,4.1738240197811605e-4,Idle,1,2200,Idle 0
1249,50.245S,-0.01,0.96,-0.08,0.6,4.76,-0.06642657078221224,0.9540038137491902,1970-01-01T00:00:00Z,20,0,,2,4.1762540345136864e-4,Idle,1,2200,Idle 0
1250,50.248S,-0.01,0.96,-0.06,0.6,4.76,-0.06642317295701404,0.9540000423040285,1970-01-01T00:00:00Z,20,0,,2,4.178698161431743e-4,Idle,1,2200,Idle 0
1251,50.251S,-0.01,0.96,-0.06,0.6,3.58,-0.06641975958178886,0.9539962549119553,1970-01-01T00:00:00Z,20,0,,2,4.1811570787263187e-4,Idle,1,2200,Idle 0
1252,50.254S,-0.01,0.96,-0.06,0.6,3.58,-0.06641633097771256,0.953992452026893,1970-01-01T00:00:00Z,20,0,,2,4.183634516008523e-4,Idle,1,2200,Idle 0
1253,50.257S,-0.01,0.96,-0.06,0,3.65,-0.06641288746596093,0.9539886341027646,1970-01-01T00:00:00Z,20,0,,2,4.1861471404503023e-4,Idle,1,2200,Idle 0
1254,50.26S,-0.01,0.96,-0.06,0,3.69,-0.06640942936770983,0.953984801593493,1970-01-01T00:00:00Z,20,0,,2,4.1887665671433736e-4,Idle,1,2200,Idle 0
1255,50.264S,-0.01,0.96,-0.06,0.6,3.58,-0.06640479643505003,0.9539796696776871,1970-01-01T00:00:00Z,20,0,,2,4.1917977143592766e-4,Idle,1,2200,Idle 0
1256,50.267S,-0.01,0.96,-0.06,1.79,3.58,-0.06640130555065048,0.9539758049016684,1970-01-01T00:00:00Z,20,0,,2,4.194453478399973e-4,Idle,1,2200,Idle 0
1257,50.27S,-0.01,0.96,-0.06,1.79,3.58,-0.0663978011503375,0.953971927053582,1970-01-01T00:00:00Z,20,0,,2,4.197056971343255e-4,Idle,1,2200,Idle 0
1258,50.273S,0,0.96,-0.06,0,4.86,-0.06639428355528691,0.9539680365873503,1970-01-01T00:00:00Z,20,0,,2,4.199771802533289e-4,Idle,1,2200,Idle 0
1259,50.275S,0,0.96,-0.06,0,3.58,-0.06639193132011541,0.9539654361572745,1970-01-01T00:00:00Z,20,0,,2,4.2030081531697753e-4,Idle,1,2200,Idle 0
1260,50.278S,0,0.96,-0.08,0,4.76,-0.0663883924475595,0.9539615256695178,1970-01-01T00:00:00Z,20,0,,2,4.210554554814442e-4,Idle,1,2200,Idle 0
1261,50.281S,0,0.96,-0.06,0.6,3.58,-0.06638484123673484,0.9539576037740766,1970-01-01T00:00:00Z,20,0,,2,4.2347253941580606e-4,Idle,1,2200,Idle 0
1262,50.284S,0,0.96,-0.06,0,4.76,-0.06638127800881723,0.953953670924873,1970-01-01T00:00:00Z,20,0,,2,4.328898494282117e-4,Idle,1,2200,Idle 0
1263,50.287S,0,0.96,-0.06,0,3.65,-0.0663777030849825,0.9539497275758303,1970-01-01T00:00:00Z,20,0,,2,4.7193417173993095e-4,Idle,1,2200,Idle 0
1264,50.29S,0,0.96,-0.06,0,3.65,-0.06637411678640646,0.9539457741808709,1970-01-01T00:00:00Z,20,0,,2,6.36367814232237e-4,Idle,1,2200,Idle 0
1265,50.293S,0,0.94,-0.06,0.6,3.58,-0.06637051943426496,0.9539418111939179,1970-01-01T00:00:00Z,20,0,,2,0.0013312983608646995,Idle,1,2200,Idle 0
1266,50.296S,0,0.94,-0.06,0.59,3.54,-0.0663669113497338,0.9539378390688933,1970-01-01T00:00:00Z,20,0,,2,0.0013449156364849966,Idle,1,2200,Idle 0
1267,50.299S,-0.01,0.96,-0.06,0,4.86,-0.0663632928539888,0.9539338582597202,1970-01-01T00:00:00Z,20,0,,2,6.836890037577388e-4,Idle,1,2200,Idle 0
1268,50.301S,-0.01,0.96,-0.06,0,3.65,-0.06636087489808978,0.9539311997865704,1970-01-01T00:00:00Z,20,0,,2,6.262086305653036e-4,Idle,1,2200,Idle 0
1269,50.305S,-0.01,0.94,-0.06,0.6,4.76,-0.06635602591356053,0.953925872404619,1970-01-01T00:00:00Z,20,0,,2,0.0010303386836368166,Idle,1,2200,Idle 0
1270,50.308S,-0.01,0.96,-0.06,1.79,3.58,-0.06635237811122892,0.9539218682665364,1970-01-01T00:00:00Z,20,0,,2,5.784204591845159e-4,Idle,1,2200,Idle 0
1271,50.311S,-0.01,0.96,-0.08,0.61,3.65,-0.06634872118238674,0.9539178572599959,1970-01-01T00:00:00Z,20,0,,2,5.006074618141606e-4,Idle,1,2200,Idle 0
1272,50.314S,-0.01,0.96,-0.06,0.6,4.76,-0.06634505544820983,0.9539138398389204,1970-01-01T00:00:00Z,20,0,,2,6.048851264514489e-4,Idle,1,2200,Idle 0
1273,50.317S,-0.01,0.94,-0.06,0.6,4.76,-0.06634138122987399,0.9539098164572323,1970-01-01T00:00:00Z,20,0,,2,0.0011465736077021986,Idle,1,2200,Idle 0
1274,50.32S,-0.01,0.96,-0.06,0,3.65,-0.06633769884855503,0.9539057875688545,1970-01-01T00:00:00Z,20,0,,2,9.089875788129179e-4,Idle,1,2200,Idle 0
1275,50.323S,0,0.94,-0.06,0,3.69,-0.0663340086254288,0.9539017536277096,1970-01-01T00:00:00Z,20,0,,2,0.0016525265567352372,Idle,1,2200,Idle 0
1276,50.326S,0,0.94,-0.06,0.6,3.58,-0.06633031088167111,0.9538977150877203,1970-01-01T00:00:00Z,20,0,,2,0.0019042936113357982,Idle,1,2200,Idle 0
1277,50.329S,-0.01,0.94,-0.06,0,3.65,-0.06632660593845778,0.9538936724028093,1970-01-01T00:00:00Z,20,0,,2,0.0017562243340241408,Idle,1,2200,Idle 0
1278,50.332S,-0.01,0.96,-0.06,0.61,4.86,-0.06632289411696463,0.9538896260268994,1970-01-01T00:00:00Z,20,0,,2,0.001157403171713357,Idle,1,2200,Idle 0
1279,50.335S,-0.01,0.94,-0.06,0.59,3.54,-0.06631917573836747,0.9538855764139134,1970-01-01T00:00:00Z,20,0,,2,0.0019117177917742118,Idle,1,2200,Idle 0
1280,50.338S,-0.01,0.94,-0.06,0.6,3.58,-0.06631545112384211,0.9538815240177735,1970-01-01T00:00:00Z,20,0,,2,0.0023075418512188226,Idle,1,2200,Idle 0
1281,50.341S,-0.01,0.94,-0.06,0,3.65,-0.06631172059456443,0.9538774692924029,1970-01-01T00:00:00Z,20,0,,2,0.0024899045106789395,Idle,1,2200,Idle 0
1282,50.344S,-0.01,0.94,-0.06,0.61,3.65,-0.06630798447171017,0.953873412691724,1970-01-01T00:00:00Z,20,0,,2,0.002527159321897563,Idle,1,2200,Idle 0
1283,50.347S,-0.01,0.94,-0.06,0,3.65,-0.0663042430764552,0.9538693546696598,1970-01-01T00:00:00Z,20,0,,2,0.0024352808551462955,Idle,1,2200,Idle 0
1284,50.35S,-0.01,0.94,-0.06,0.61,3.65,-0.06630049672997532,0.9538652956801323,1970-01-01T00:00:00Z,20,0,,2,0.0021833342076918146,Idle,1,2200,Idle 0
1285,50.353S,-0.01,0.94,-0.06,0.61,3.65,-0.06629674575344635,0.9538612361770649,1970-01-01T00:00:00Z,20,0,,2,0.0016818926288501583,Idle,1,2200,Idle 0
1286,50.356S,-0.01,0.96,-0.06,0.6,3.58,-0.06629299046804413,0.9538571766143799,1970-01-01T00:00:00Z,20,0,,2,7.499727430603301e-4,Idle,1,2200,Idle 0
1287,50.359S,-0.01,0.96,-0.06,0.6,4.76,-0.06628923119494445,0.9538531174460002,1970-01-01T00:00:00Z,20,0,,2,5.761101776232765e-4,Idle,1,2200,Idle 0
1288,50.362S,-0.01,0.96,-0.06,0.6,3.58,-0.06628546825532315,0.9538490591258484,1970-01-01T00:00:00Z,20,0,,2,7.364575275217153e-4,Idle,1,2200,Idle 0
1289,50.365S,-0.01,0.94,-0.06,0.61,3.65,-0.06628170197035603,0.9538450021078471,1970-01-01T00:00:00Z,20,0,,2,0.0016199062339226431,Idle,1,2200,Idle 0
1290,50.368S,-0.01,0.94,-0.06,0,4.86,-0.06627793266121895,0.9538409468459191,1970-01-01T00:00:00Z,20,0,,2,0.0020433258437847542,Idle,1,2200,Idle 0
1291,50.371S,0,0.94,-0.06,0,3.65,-0.06627416064908771,0.9538368937939873,1970-01-01T00:00:00Z,20,0,,2,0.0021654531260011656,Idle,1,2200,Idle 0
1292,50.374S,0,0.94,-0.08,0.62,3.69,-0.06627038625513812,0.9538328434059743,1970-01-01T00:00:00Z,20,0,,2,0.0020338217769632697,Idle,1,2200,Idle 0
1293,50.377S,0,0.94,-0.06,0,4.76,-0.06626660980054597,0.9538287961358021,1970-01-01T00:00:00Z,20,0,,2,0.0016017338062812529,Idle,1,2200,Idle 0
1294,50.38S,0,0.96,-0.06,0,4.76,-0.06626283160648715,0.9538247524373943,1970-01-01T00:00:00Z,20,0,,2,7.102427337093559e-4,Idle,1,2200,Idle 0
1295,50.383S,0,0.96,-0.08,0,3.69,-0.06625905199413742,0.9538207127646731,1970-01-01T00:00:00Z,20,0,,2,4.977660624506861e-4,Idle,1,2200,Idle 0
1296,50.386S,0,0.96,-0.08,0.6,3.58,-0.06625527128467265,0.9538166775715615,1970-01-01T00:00:00Z,20,0,,2,4.4925334959827035e-4,Idle,1,2200,Idle 0
1297,50.39S,0,0.96,-0.08,0.6,4.76,-0.06625022918721488,0.9538113050669184,1970-01-01T00:00:00Z,20,0,,2,4.466601498592225e-4,Idle,1,2200,Idle 0
1298,50.392S,0,0.96,-0.08,0,4.76,-0.06624770785910115,0.9538086224398572,1970-01-01T00:00:00Z,20,0,,2,4.8279614869350593e-4,Idle,1,2200,Idle 0
1299,50.395S,0,0.96,-0.08,0,4.86,-0.06624392578534609,0.9538046034091099,1970-01-01T00:00:00Z,20,0,,2,6.44456899591945e-4,Idle,1,2200,Idle 0
1300,50.398S,0,0.94,-0.08,0,4.76,-0.06624014389917925,0.9538005906736627,1970-01-01T00:00:00Z,20,0,,2,0.0013210291852980502,Idle,1,2200,Idle 0
1301,50.401S,0,0.94,-0.06,0,3.04,-0.06623636252177642,0.9537965846874386,1970-01-01T00:00:00Z,20,0,,2,0.0013752344146661737,Idle,1,2200,Idle 0
1302,50.404S,0,0.96,-0.06,0,3.65,-0.06623258197431346,0.95379258590436,1970-01-01T00:00:00Z,20,0,,2,8.294195832169273e-4,Idle,1,2200,Idle 0
1303,50.407S,0,0.94,-0.06,0.6,3.58,-0.06622880257796618,0.9537885947783495,1970-01-01T00:00:00Z,20,0,,2,0.0010915331375503045,Idle,1,2200,Idle 0
1304,50.41S,0,0.96,-0.06,0,3.58,-0.06622502465391038,0.9537846117633301,1970-01-01T00:00:00Z,20,0,,2,5.907028088250086e-4,Idle,1,2200,Idle 0
