id,time,x,y,z,tilt_fc,tilt_tw,z_smo,y_smo,t1,tVal,bin,windowSize,run_id,smo_prob,bin_hmm,run_idle_id,numbers,recipe_step
7199,68.857S,-0.09,0.01,0.93,81.87,-89.38,0.9374022911386382,0.0038889760269575136,1970-01-01T00:00:00Z,-20,0,,15,3.486105800090949e-4,Idle,389,2327,Idle 0
7200,68.86S,-0.07,0.01,0.93,83.66,-89.4,0.9374010896966898,0.0038877041706568863,1970-01-01T00:00:00Z,-20,0,,15,3.4823183231648175e-4,Idle,389,2327,Idle 0
7201,68.864S,-0.09,0.01,0.93,83.66,-89.38,0.9373994915164676,0.003886016003688289,1970-01-01T00:00:00Z,-20,0,,15,3.482823815858962e-4,Idle,389,2327,Idle 0
7202,68.867S,-0.09,0.01,0.93,81.87,-89.38,0.9373982959018607,0.003884756139565124,1970-01-01T00:00:00Z,-20,0,,15,3.4873324431392374e-4,Idle,389,2327,Idle 0
7203,68.87S,-0.07,0.01,0.92,83.66,-89.38,0.9373971030595432,0.00388350209641257,1970-01-01T00:00:00Z,-20,0,,15,3.50796553624895e-4,Idle,389,2327,Idle 0
7204,68.873S,-0.07,0,0.92,90,-90,0.9373959131544296,0.003882254283110217,1970-01-01T00:00:00Z,-20,0,,15,3.604996426631264e-4,Idle,389,2327,Idle 0
7205,68.876S,-0.07,0,0.92,90,-90,0.9373947263514342,0.0038810131085376567,1970-01-01T00:00:00Z,-20,0,,15,3.625472505280374e-4,Idle,389,2327,Idle 0
7206,68.879S,-0.07,0,0.92,90,-90,0.9373935428154712,0.003879778981574479,1970-01-01T00:00:00Z,-20,0,,15,3.629473851759611e-4,Idle,389,2327,Idle 0
7207,68.882S,-0.07,0,0.93,90,-90,0.9373923627114554,0.003878552311100276,1970-01-01T00:00:00Z,-20,0,,15,3.629902111410194e-4,Idle,389,2327,Idle 0
7208,68.885S,-0.07,0,0.93,90,-90,0.937391186204301,0.003877333505994636,1970-01-01T00:00:00Z,-20,0,,15,3.629417877060438e-4,Idle,389,2327,Idle 0
7209,68.888S,-0.07,0,0.92,105.95,-91.23,0.9373900134589225,0.0038761229751371512,1970-01-01T00:00:00Z,-20,0,,15,3.628058466359227e-4,Idle,389,2327,Idle 0
7210,68.891S,-0.07,0,0.92,90,-90,0.9373888446402342,0.0038749211274074122,1970-01-01T00:00:00Z,-20,0,,15,3.623343404695539e-4,Idle,389,2327,Idle 0
7211,68.894S,-0.07,0,0.93,83.66,-89.38,0.9373876799131506,0.0038737283716850086,1970-01-01T00:00:00Z,-20,0,,15,3.6031650392866037e-4,Idle,389,2327,Idle 0
7212,68.897S,-0.09,0.01,0.93,90,-90,0.9373865194425862,0.003872545116849532,1970-01-01T00:00:00Z,-20,0,,15,3.5110844829994213e-4,Idle,389,2327,Idle 0
7213,68.9S,-0.09,0.01,0.93,83.66,-89.38,0.9373853633934552,0.003871371771780571,1970-01-01T00:00:00Z,-20,0,,15,3.492914228089494e-4,Idle,389,2327,Idle 0
7214,68.903S,-0.09,0.01,0.93,83.66,-89.38,0.9373842119306722,0.003870208745357719,1970-01-01T00:00:00Z,-20,0,,15,3.493202648668651e-4,Idle,389,2327,Idle 0
7215,68.907S,-0.09,0.01,0.93,83.66,-89.38,0.9373826840663175,0.0038686748013933305,1970-01-01T00:00:00Z,-20,0,,15,3.511564001785226e-4,Idle,389,2327,Idle 0
7216,68.91S,-0.09,0,0.93,90,-90,0.9373815439463468,0.003867537441898693,1970-01-01T00:00:00Z,-20,0,,15,3.6011000497867147e-4,Idle,389,2327,Idle 0
7217,68.913S,-0.09,0,0.95,90,-90,0.9373804089624386,0.0038664117639821325,1970-01-01T00:00:00Z,-20,0,,15,3.619984127775192e-4,Idle,389,2327,Idle 0
7218,68.916S,-0.09,0,0.95,90,-90,0.9373792792795073,0.003865298176523237,1970-01-01T00:00:00Z,-20,0,,15,3.623688047827484e-4,Idle,389,2327,Idle 0
7219,68.919S,-0.09,0,0.93,83.66,-89.4,0.9373781550624674,0.0038641970884016005,1970-01-01T00:00:00Z,-20,0,,15,3.6241339405974617e-4,Idle,389,2327,Idle 0
7220,68.922S,-0.07,0,0.93,83.66,-89.38,0.9373770364762333,0.003863108908496812,1970-01-01T00:00:00Z,-20,0,,15,3.623884026610206e-4,Idle,389,2327,Idle 0
7221,68.925S,-0.07,0,0.93,90,-90,0.9373759236857195,0.003862034045688463,1970-01-01T00:00:00Z,-20,0,,15,3.623489014036819e-4,Idle,389,2327,Idle 0
7222,68.928S,-0.07,0,0.93,90,-90,0.9373748168558405,0.003860972908856142,1970-01-01T00:00:00Z,-20,0,,15,3.6230673568272016e-4,Idle,389,2327,Idle 0
7223,68.931S,-0.07,0,0.95,90,-90,0.9373737161515103,0.0038599259068794415,1970-01-01T00:00:00Z,-20,0,,15,3.622644625588539e-4,Idle,389,2327,Idle 0
7224,68.934S,-0.07,0,0.95,90,-90,0.9373726217376436,0.0038588934486379514,1970-01-01T00:00:00Z,-20,0,,15,3.622226417030568e-4,Idle,389,2327,Idle 0
7225,68.937S,-0.07,0,0.95,90,-90,0.937371533779155,0.003857875943011263,1970-01-01T00:00:00Z,-20,0,,15,3.621813956027123e-4,Idle,389,2327,Idle 0
7226,68.94S,-0.07,0,0.95,81.87,-89.38,0.9373704524409585,0.003856873798878966,1970-01-01T00:00:00Z,-20,0,,15,3.62140715301432e-4,Idle,389,2327,Idle 0
7227,68.943S,-0.07,0,0.95,90,-90,0.9373693778879686,0.003855887425120651,1970-01-01T00:00:00Z,-20,0,,15,3.621003888818538e-4,Idle,389,2327,Idle 0
7228,68.946S,-0.07,0,0.95,83.66,-89.38,0.9373683102851,0.00385491723061591,1970-01-01T00:00:00Z,-20,0,,15,3.620593471114103e-4,Idle,389,2327,Idle 0
7229,68.95S,-0.07,0,0.95,90,-90,0.9373668979109452,0.0038536495123761643,1970-01-01T00:00:00Z,-20,0,,15,3.620125466326161e-4,Idle,389,2327,Idle 0
7230,68.953S,-0.07,0,0.95,90,-90,0.9373658471663594,0.0038527186595503893,1970-01-01T00:00:00Z,-20,0,,15,3.6197295134456054e-4,Idle,389,2327,Idle 0
7231,68.956S,-0.07,0,0.95,90,-90,0.9373648039216096,0.0038518053489101567,1970-01-01T00:00:00Z,-20,0,,15,3.6193501522654477e-4,Idle,389,2327,Idle 0
7232,68.959S,-0.07,0,0.95,90,-90,0.9373637683416098,0.0038509099893350544,1970-01-01T00:00:00Z,-20,0,,15,3.618958858381508e-4,Idle,389,2327,Idle 0
7233,68.962S,-0.07,0,0.93,102.53,-91.21,0.9373627405912748,0.003850032989704677,1970-01-01T00:00:00Z,-20,0,,15,3.618471635242686e-4,Idle,389,2327,Idle 0
7234,68.965S,-0.07,0,0.93,90,-90,0.9373617208355187,0.003849174758898612,1970-01-01T00:00:00Z,-20,0,,15,3.6175071717512705e-4,Idle,389,2327,Idle 0
7235,68.968S,-0.07,0,0.93,81.87,-89.38,0.9373607092392561,0.003848335705796451,1970-01-01T00:00:00Z,-20,0,,15,3.614290471442857e-4,Idle,389,2327,Idle 0
7236,68.971S,-0.07,0,0.93,90,-90,0.9373597059674015,0.003847516239277785,1970-01-01T00:00:00Z,-20,0,,15,3.6005504578345696e-4,Idle,389,2327,Idle 0
7237,68.974S,-0.07,0.01,0.93,90,-90,0.9373587111848689,0.0038467167682222038,1970-01-01T00:00:00Z,-20,0,,15,3.5377435098729636e-4,Idle,389,2327,Idle 0
7238,68.977S,-0.07,0,0.93,83.66,-89.4,0.937357725056573,0.003845937701509298,1970-01-01T00:00:00Z,-20,0,,15,3.5999156929329636e-4,Idle,389,2327,Idle 0
7239,68.98S,-0.07,0,0.93,81.87,-89.38,0.9373567477474282,0.003845179448018659,1970-01-01T00:00:00Z,-20,0,,15,3.6130177150361513e-4,Idle,389,2327,Idle 0
7240,68.983S,-0.07,0,0.93,90,-90,0.9373557794223489,0.0038444424166298773,1970-01-01T00:00:00Z,-20,0,,15,3.615596831923325e-4,Idle,389,2327,Idle 0
7241,68.986S,-0.07,0,0.93,90,-90,0.9373548202462495,0.003843727016222543,1970-01-01T00:00:00Z,-20,0,,15,3.6159234865265334e-4,Idle,389,2327,Idle 0
7242,68.989S,-0.07,0,0.93,90,-90,0.9373538703840444,0.0038430336556762464,1970-01-01T00:00:00Z,-20,0,,15,3.615766737657618e-4,Idle,389,2327,Idle 0
7243,68.993S,-0.07,0,0.93,90,-90,0.9373526186744215,0.0038421441658816006,1970-01-01T00:00:00Z,-20,0,,15,3.615479929607255e-4,Idle,389,2327,Idle 0
7244,68.995S,-0.07,0,0.93,90,-90,0.9373519992609746,0.0038417146896851306,1970-01-01T00:00:00Z,-20,0,,15,3.615269608171705e-4,Idle,389,2327,Idle 0
7245,68.998S,-0.07,0,0.95,90,-90,0.9373510783299388,0.0038410899019994922,1970-01-01T00:00:00Z,-20,0,,15,3.615028768561144e-4,Idle,389,2327,Idle 0
7246,69.001S,-0.07,0,0.95,90,-90,0.9373501673724548,0.0038404887896932548,1970-01-01T00:00:00Z,-20,0,,15,3.6147889411972453e-4,Idle,389,2327,Idle 0
7247,69.004S,-0.07,0,0.95,90,-90,0.9373492665534372,0.0038399117616460077,1970-01-01T00:00:00Z,-20,0,,15,3.614556979925061e-4,Idle,389,2327,Idle 0
7248,69.007S,-0.07,0,0.95,90,-90,0.9373483760378003,0.0038393592267373434,1970-01-01T00:00:00Z,-20,0,,15,3.6143343178811176e-4,Idle,389,2327,Idle 0
7249,69.01S,-0.07,0,0.95,90,-90,0.9373474959904585,0.00383883159384685,1970-01-01T00:00:00Z,-20,0,,15,3.6141206322687195e-4,Idle,389,2327,Idle 0
7250,69.013S,-0.07,0,0.93,90,-90,0.9373466265763266,0.003838329271854121,1970-01-01T00:00:00Z,-20,0,,15,3.6139124574920497e-4,Idle,389,2327,Idle 0
7251,69.016S,-0.09,0,0.93,90,-90,0.9373457679603183,0.003837852669638744,1970-01-01T00:00:00Z,-20,0,,15,3.6136927546649727e-4,Idle,389,2327,Idle 0
7252,69.019S,-0.09,0,0.93,101.31,-91.23,0.9373449203073486,0.0038374021960803128,1970-01-01T00:00:00Z,-20,0,,15,3.613381421301197e-4,Idle,389,2327,Idle 0
7253,69.022S,-0.09,0,0.93,90,-90,0.9373440837823316,0.003836978260058415,1970-01-01T00:00:00Z,-20,0,,15,3.61260431571976e-4,Idle,389,2327,Idle 0
7254,69.025S,-0.09,0,0.93,83.66,-89.38,0.9373432585501819,0.0038365812704526433,1970-01-01T00:00:00Z,-20,0,,15,3.609616055333201e-4,Idle,389,2327,Idle 0
7255,69.028S,-0.09,0,0.93,90,-90,0.9373424447758137,0.0038362116361425874,1970-01-01T00:00:00Z,-20,0,,15,3.5962763084770004e-4,Idle,389,2327,Idle 0
7256,69.031S,-0.09,0.01,0.93,83.66,-89.38,0.9373416426241415,0.0038358697660078375,1970-01-01T00:00:00Z,-20,0,,15,3.534620365982532e-4,Idle,389,2327,Idle 0
7257,69.035S,-0.07,0,0.93,90,-90,0.9373405914533652,0.0038354578345841145,1970-01-01T00:00:00Z,-20,0,,15,3.576962425791491e-4,Idle,389,2327,Idle 0
7258,69.038S,-0.07,0.01,0.95,81.87,-89.38,0.9373398170626509,0.0038351823376123768,1970-01-01T00:00:00Z,-20,0,,15,3.516012357939586e-4,Idle,389,2327,Idle 0
7259,69.041S,-0.07,0.01,0.95,90,-90,0.9373390548443474,0.0038349359677479146,1970-01-01T00:00:00Z,-20,0,,15,3.5032792425722576e-4,Idle,389,2327,Idle 0
7260,69.044S,-0.07,0.01,0.95,80.54,-89.4,0.9373383049633688,0.0038347191338703175,1970-01-01T00:00:00Z,-20,0,,15,3.500664738185544e-4,Idle,389,2327,Idle 0
7261,69.047S,-0.07,0.01,0.95,83.66,-89.4,0.93733756758463,0.003834532244859178,1970-01-01T00:00:00Z,-20,0,,15,3.500166885400995e-4,Idle,389,2327,Idle 0
7262,69.05S,-0.07,0.01,0.95,83.66,-89.4,0.937336842873045,0.0038343757095940837,1970-01-01T00:00:00Z,-20,0,,15,3.500104874804566e-4,Idle,389,2327,Idle 0
7263,69.053S,-0.09,0.01,0.95,90,-90,0.9373361309935283,0.0038342499369546277,1970-01-01T00:00:00Z,-20,0,,15,3.5001255555073516e-4,Idle,389,2327,Idle 0
7264,69.056S,-0.09,0.01,0.93,81.87,-89.38,0.9373354321109943,0.0038341553358204002,1970-01-01T00:00:00Z,-20,0,,15,3.500154642434922e-4,Idle,389,2327,Idle 0
7265,69.059S,-0.07,0.01,0.93,83.66,-89.4,0.9373347463903577,0.0038340923150709913,1970-01-01T00:00:00Z,-20,0,,15,3.500176459700824e-4,Idle,389,2327,Idle 0
7266,69.063S,-0.07,0.01,0.93,83.66,-89.38,0.9373338528552749,0.003834058119153629,1970-01-01T00:00:00Z,-20,0,,15,3.500187812645346e-4,Idle,389,2327,Idle 0
7267,69.065S,-0.07,0.01,0.93,90,-90,0.9373334150944335,0.0038340626502449916,1970-01-01T00:00:00Z,-20,0,,15,3.500185525158224e-4,Idle,389,2327,Idle 0
7268,69.069S,-0.07,0.01,0.93,81.87,-89.38,0.9373325578304676,0.0038341155762753464,1970-01-01T00:00:00Z,-20,0,,15,3.500167691411375e-4,Idle,389,2327,Idle 0
7269,69.072S,-0.07,0.01,0.93,81.87,-89.4,0.9373319310503962,0.0038341941286909767,1970-01-01T00:00:00Z,-20,0,,15,3.500138447168272e-4,Idle,389,2327,Idle 0
7270,69.075S,-0.07,0.01,0.93,81.87,-89.38,0.9373313183117655,0.0038343064421825753,1970-01-01T00:00:00Z,-20,0,,15,3.500095683112331e-4,Idle,389,2327,Idle 0
7271,69.079S,-0.07,0.01,0.93,81.87,-89.38,0.9373305234542029,0.0038345094174394565,1970-01-01T00:00:00Z,-20,0,,15,3.5000335542949946e-4,Idle,389,2327,Idle 0
7272,69.082S,-0.07,0.01,0.93,83.66,-89.4,0.9373299441202676,0.003834702096862279,1970-01-01T00:00:00Z,-20,0,,15,3.499986511451567e-4,Idle,389,2327,Idle 0
7273,69.085S,-0.07,0.01,0.93,80.54,-89.38,0.9373293793774877,0.003834929900293038,1970-01-01T00:00:00Z,-20,0,,15,3.500022702829098e-4,Idle,389,2327,Idle 0
7274,69.088S,-0.09,0.01,0.93,83.66,-89.38,0.9373288293907776,0.003835193236611326,1970-01-01T00:00:00Z,-20,0,,15,3.500495461064795e-4,Idle,389,2327,Idle 0
7275,69.091S,-0.07,0.01,0.93,90,-90,0.9373282943250515,0.003835492514696732,1970-01-01T00:00:00Z,-20,0,,15,3.5030935716027996e-4,Idle,389,2327,Idle 0
7276,69.094S,-0.07,0.01,0.93,83.66,-89.38,0.9373277743452242,0.003835828143428847,1970-01-01T00:00:00Z,-20,0,,15,3.5158596551977125e-4,Idle,389,2327,Idle 0
7277,69.097S,-0.07,0,0.95,90,-90,0.9373272696162098,0.003836200531687261,1970-01-01T00:00:00Z,-20,0,,15,3.5770888220155013e-4,Idle,389,2327,Idle 0
7278,69.1S,-0.07,0.01,0.93,81.87,-89.38,0.9373267803029228,0.003836610088351566,1970-01-01T00:00:00Z,-20,0,,15,3.534535892382422e-4,Idle,389,2327,Idle 0
7279,69.103S,-0.07,0,0.93,90,-90,0.9373263065702778,0.0038370572223013514,1970-01-01T00:00:00Z,-20,0,,15,3.596533799873415e-4,Idle,389,2327,Idle 0
7280,69.106S,-0.07,0,0.93,81.87,-89.38,0.937325848583189,0.0038375423424162084,1970-01-01T00:00:00Z,-20,0,,15,3.6099820605308027e-4,Idle,389,2327,Idle 0
7281,69.109S,-0.07,0,0.95,90,-90,0.9373254058865151,0.0038380359166270287,1970-01-01T00:00:00Z,-20,0,,15,3.613020228222099e-4,Idle,389,2327,Idle 0
7282,69.112S,-0.07,0,0.93,90,-90,0.9373249778080153,0.0038385082555303044,1970-01-01T00:00:00Z,-20,0,,15,3.61381935026602e-4,Idle,389,2327,Idle 0
7283,69.115S,-0.07,0,0.95,105.95,-91.21,0.9373245641869543,0.0038389595320040292,1970-01-01T00:00:00Z,-20,0,,15,3.6141317049900043e-4,Idle,389,2327,Idle 0
7284,69.118S,-0.07,0,0.95,90,-90,0.9373241648625972,0.0038393899189261916,1970-01-01T00:00:00Z,-20,0,,15,3.614333202509995e-4,Idle,389,2327,Idle 0
7285,69.122S,-0.07,0,0.93,90,-90,0.937323654391624,0.003839931572099226,1970-01-01T00:00:00Z,-20,0,,15,3.6145049034783783e-4,Idle,389,2327,Idle 0
7286,69.125S,-0.07,0,0.93,81.87,-89.38,0.937323287801161,0.003840313889037714,1970-01-01T00:00:00Z,-20,0,,15,3.614513126462682e-4,Idle,389,2327,Idle 0
7287,69.128S,-0.07,0,0.93,90,-90,0.9373229349716181,0.0038406758926846133,1970-01-01T00:00:00Z,-20,0,,15,3.613938467412544e-4,Idle,389,2327,Idle 0
7288,69.131S,-0.07,0,0.93,90,-90,0.93732259574226,0.003841017755917916,1970-01-01T00:00:00Z,-20,0,,15,3.6107082901196217e-4,Idle,389,2327,Idle 0
7289,69.134S,-0.07,0,0.93,81.87,-89.38,0.9373222699523515,0.0038413396516156126,1970-01-01T00:00:00Z,-20,0,,15,3.595134681574921e-4,Idle,389,2327,Idle 0
7290,69.137S,-0.07,0.01,0.93,90,-90,0.9373219574411575,0.003841641752655695,1970-01-01T00:00:00Z,-20,0,,15,3.522048326584387e-4,Idle,389,2327,Idle 0
7291,69.14S,-0.07,0.01,0.93,81.87,-89.38,0.9373216580479428,0.0038419242319161543,1970-01-01T00:00:00Z,-20,0,,15,3.5220499996121854e-4,Idle,389,2327,Idle 0
7292,69.143S,-0.07,0,0.93,81.87,-89.4,0.9373213716119725,0.0038421872622749842,1970-01-01T00:00:00Z,-20,0,,15,3.595450499361076e-4,Idle,389,2327,Idle 0
7293,69.146S,-0.07,0,0.93,90,-90,0.9373210979725112,0.0038424310166101745,1970-01-01T00:00:00Z,-20,0,,15,3.611270210976396e-4,Idle,389,2327,Idle 0
7294,69.149S,-0.07,0,0.95,90,-90,0.937320836968824,0.0038426556677997174,1970-01-01T00:00:00Z,-20,0,,15,3.614726421706957e-4,Idle,389,2327,Idle 0
7295,69.152S,-0.07,0,0.95,90,-90,0.9373205884401754,0.0038428613887216043,1970-01-01T00:00:00Z,-20,0,,15,3.615498957400457e-4,Idle,389,2327,Idle 0
7296,69.155S,-0.07,0,0.95,90,-90,0.9373203522258305,0.0038430483522538263,1970-01-01T00:00:00Z,-20,0,,15,3.615571078316408e-4,Idle,389,2327,Idle 0
7297,69.158S,-0.09,0,0.95,90,-90,0.9373201281650543,0.003843216731274376,1970-01-01T00:00:00Z,-20,0,,15,3.6149333949979796e-4,Idle,389,2327,Idle 0
7298,69.161S,-0.09,0,0.95,83.66,-89.4,0.9373199160971114,0.0038433666986612456,1970-01-01T00:00:00Z,-20,0,,15,3.611556781942129e-4,Idle,389,2327,Idle 0
7299,69.165S,-0.07,0,0.95,83.66,-89.4,0.937319651717559,0.003843538313659478,1970-01-01T00:00:00Z,-20,0,,15,3.5955569575590385e-4,Idle,389,2327,Idle 0
7300,69.168S,-0.09,0.01,0.95,90,-90,0.9373194670078129,0.003843645992871058,1970-01-01T00:00:00Z,-20,0,,15,3.520723968715559e-4,Idle,389,2327,Idle 0
7301,69.171S,-0.07,0.01,0.95,90,-90,0.9373192937551167,0.00384373583670893,1970-01-01T00:00:00Z,-20,0,,15,3.517228863344605e-4,Idle,389,2327,Idle 0
7302,69.174S,-0.07,0,0.95,83.66,-89.38,0.9373191317987346,0.0038438080180510834,1970-01-01T00:00:00Z,-20,0,,15,3.574775046709916e-4,Idle,389,2327,Idle 0
7303,69.177S,-0.07,0.01,0.95,81.87,-89.4,0.9373189809779319,0.0038438627097755118,1970-01-01T00:00:00Z,-20,0,,15,3.5130746209815556e-4,Idle,389,2327,Idle 0
7304,69.18S,-0.07,0.01,0.95,90,-90,0.9373188411319735,0.003843900084760206,1970-01-01T00:00:00Z,-20,0,,15,3.500257840901879e-4,Idle,389,2327,Idle 0
7305,69.183S,-0.07,0.01,0.95,83.66,-89.4,0.937318712100124,0.0038439203158831575,1970-01-01T00:00:00Z,-20,0,,15,3.498249633056951e-4,Idle,389,2327,Idle 0
7306,69.186S,-0.09,0.01,0.93,90,-90,0.9373185937216484,0.0038439235760223574,1970-01-01T00:00:00Z,-20,0,,15,3.5010996313222787e-4,Idle,389,2327,Idle 0
7307,69.189S,-0.09,0.01,0.93,83.66,-89.38,0.9373184858358116,0.003843910038055799,1970-01-01T00:00:00Z,-20,0,,15,3.5172868989981235e-4,Idle,389,2327,Idle 0
7308,69.192S,-0.07,0,0.93,83.66,-89.38,0.9373183882818784,0.003843879874861473,1970-01-01T00:00:00Z,-20,0,,15,3.594935777721668e-4,Idle,389,2327,Idle 0
7309,69.195S,-0.09,0,0.95,90,-90,0.9373183008991137,0.0038438332593173706,1970-01-01T00:00:00Z,-20,0,,15,3.6115714528712085e-4,Idle,389,2327,Idle 0
7310,69.198S,-0.07,0,0.95,90,-90,0.9373182235267824,0.0038437703643014838,1970-01-01T00:00:00Z,-20,0,,15,3.6150856473933653e-4,Idle,389,2327,Idle 0
7311,69.201S,-0.07,0,0.95,90,-90,0.9373181560041491,0.0038436913626918034,1970-01-01T00:00:00Z,-20,0,,15,3.615656802496264e-4,Idle,389,2327,Idle 0
7312,69.204S,-0.07,0,0.95,90,-90,0.9373180981704788,0.0038435964273663224,1970-01-01T00:00:00Z,-20,0,,15,3.6150189806467283e-4,Idle,389,2327,Idle 0
7313,69.208S,-0.07,0,0.95,90,-90,0.9373180358528252,0.003843445359953679,1970-01-01T00:00:00Z,-19.626104108485073,0,,15,3.6114481020616473e-4,Idle,389,2327,Idle 0
7314,69.211S,-0.07,0,0.95,90,-90,0.9373180000016545,0.0038433139182612957,1970-01-01T00:00:00Z,-16.105989241882185,0,,15,3.594850424484793e-4,Idle,389,2327,Idle 0
7315,69.214S,-0.07,0.01,0.93,81.87,-89.38,0.9373179733036631,0.0038431671191130837,1970-01-01T00:00:00Z,-12.908045849381184,0,,15,3.517646944182553e-4,Idle,389,2327,Idle 0
7316,69.217S,-0.07,0.01,0.93,83.66,-89.38,0.9373179555981157,0.003843005135387034,1970-01-01T00:00:00Z,-10.059594492637208,0,,15,3.5021680719576686e-4,Idle,389,2327,Idle 0
7317,69.22S,-0.09,0.01,0.93,83.66,-89.38,0.9373179467242773,0.0038428281399611377,1970-01-01T00:00:00Z,-7.616056413013941,0,,15,3.502210589422436e-4,Idle,389,2327,Idle 0
7318,69.223S,-0.09,0.01,0.93,90,-90,0.9373179465214126,0.0038426363057133877,1970-01-01T00:00:00Z,-5.471235185844263,0,,15,3.51771010822892e-4,Idle,389,2327,Idle 0
7319,69.226S,-0.07,0,0.93,83.66,-89.38,0.9373179548287864,0.003842429805521774,1970-01-01T00:00:00Z,-3.456594429757714,0,,15,3.5945475023635074e-4,Idle,389,2327,Idle 0
7320,69.229S,-0.07,0,0.93,90,-90,0.9373179714856643,0.0038422088122642907,1970-01-01T00:00:00Z,4.354141347173421,0,,16,3.6109265238116464e-4,Idle,389,2327,Idle 0
7321,69.232S,-0.07,0,0.93,90,-90,0.9373179963313104,0.003841973498818927,1970-01-01T00:00:00Z,7.395972570995278,0,,16,3.6142105948645917e-4,Idle,389,2327,Idle 0
7322,69.235S,-0.07,0,0.93,90,-90,0.9373180292049896,0.0038417240380636754,1970-01-01T00:00:00Z,10.50098746810128,0,,16,3.6141179724424546e-4,Idle,389,2327,Idle 0
7323,69.238S,-0.07,0,0.93,83.66,-89.38,0.9373180699459672,0.003841460602876528,1970-01-01T00:00:00Z,13.673058094012937,0,,16,3.610671399688135e-4,Idle,389,2327,Idle 0
7324,69.241S,-0.09,0,0.93,90,-90,0.9373181183935074,0.003841183366135475,1970-01-01T00:00:00Z,16.916379910179362,0,,16,3.5942625891089336e-4,Idle,389,2327,Idle 0
7325,69.244S,-0.09,0.01,0.93,90,-90,0.9373181743868757,0.0038408925007185095,1970-01-01T00:00:00Z,11.684186783705933,0,,16,3.518013374065921e-4,Idle,389,2327,Idle 0
7326,69.248S,-0.09,0.01,0.93,83.66,-89.38,0.9373182605048408,0.003840483778801491,1970-01-01T00:00:00Z,15.592429662920956,0,,16,3.5021167373960963e-4,Idle,389,2327,Idle 0
7327,69.251S,-0.09,0.01,0.93,83.66,-89.38,0.9373183334800597,0.003840161785444029,1970-01-01T00:00:00Z,20,0,,16,3.498872321900478e-4,Idle,389,2327,Idle 0
7328,69.254S,-0.07,0.01,0.93,81.87,-89.38,0.9373184134653225,0.0038398267396706266,1970-01-01T00:00:00Z,20,0,,16,3.4982880587995803e-4,Idle,389,2327,Idle 0
7329,69.257S,-0.07,0.01,0.93,90,-90,0.9373185002998942,0.003839478814359274,1970-01-01T00:00:00Z,20,0,,16,3.498266011758224e-4,Idle,389,2327,Idle 0
7330,69.26S,-0.07,0.01,0.93,81.87,-89.38,0.9373185938230401,0.0038391181823879644,1970-01-01T00:00:00Z,20,0,,16,3.4983656503565587e-4,Idle,389,2327,Idle 0
7331,69.263S,-0.07,0.01,0.93,81.87,-89.38,0.9373186938740243,0.003838745016634689,1970-01-01T00:00:00Z,20,0,,16,3.4984944311485606e-4,Idle,389,2327,Idle 0
7332,69.266S,-0.07,0.01,0.93,81.87,-89.38,0.9373188002921119,0.003838359489977439,1970-01-01T00:00:00Z,20,0,,16,3.4986328769693594e-4,Idle,389,2327,Idle 0
7333,69.269S,-0.07,0.01,0.95,83.66,-89.4,0.9373189129165679,0.003837961775294205,1970-01-01T00:00:00Z,20,0,,16,3.498776860866648e-4,Idle,389,2327,Idle 0
7334,69.272S,-0.07,0.01,0.95,90,-90,0.9373190315866569,0.00383755204546298,1970-01-01T00:00:00Z,20,0,,16,3.498925520056246e-4,Idle,389,2327,Idle 0
7335,69.275S,-0.09,0.01,0.95,90,-90,0.9373191561416443,0.0038371304733617554,1970-01-01T00:00:00Z,20,0,,16,3.499078872510332e-4,Idle,389,2327,Idle 0
7336,69.278S,-0.07,0.01,0.95,83.66,-89.4,0.9373192864207947,0.003836697231868523,1970-01-01T00:00:00Z,20,0,,16,3.4992380512900473e-4,Idle,389,2327,Idle 0
7337,69.281S,-0.07,0.01,0.93,83.66,-89.38,0.9373194222633726,0.0038362524938612744,1970-01-01T00:00:00Z,20,0,,16,3.499408852463767e-4,Idle,389,2327,Idle 0
7338,69.285S,-0.09,0.01,0.93,81.87,-89.38,0.937319611763217,0.0038356419251868294,1970-01-01T00:00:00Z,20,0,,16,3.4996191386686064e-4,Idle,389,2327,Idle 0
7339,69.288S,-0.09,0.01,0.93,81.87,-89.38,0.9373197599620455,0.00383517103428351,1970-01-01T00:00:00Z,20,0,,16,3.499835127301658e-4,Idle,389,2327,Idle 0
7340,69.292S,-0.09,0.01,0.93,83.66,-89.38,0.9373199653534816,0.0038345262225640496,1970-01-01T00:00:00Z,20,0,,16,3.500190550681215e-4,Idle,389,2327,Idle 0
7341,69.295S,-0.09,0.01,0.93,83.66,-89.38,0.9373201250334467,0.00383403011998928,1970-01-01T00:00:00Z,20,0,,16,3.5010456370203005e-4,Idle,389,2327,Idle 0
7342,69.298S,-0.09,0.01,0.93,83.66,-89.38,0.9373202893660073,0.003833523500542446,1970-01-01T00:00:00Z,20,0,,16,3.504405349997543e-4,Idle,389,2327,Idle 0
7343,69.301S,-0.09,0.01,0.93,83.66,-89.4,0.9373204581904281,0.00383300653710154,1970-01-01T00:00:00Z,20,0,,16,3.5197035224547596e-4,Idle,389,2327,Idle 0
7344,69.304S,-0.07,0,0.93,90,-90,0.9373206313459741,0.003832479402544553,1970-01-01T00:00:00Z,20,0,,16,3.591825529266892e-4,Idle,389,2327,Idle 0
