2888	-0.31	0.93	-0.08	18.43	4.92
192891	-0.28	0.91	-0.06	17.10	3.77
192894	-0.30	0.93	-0.08	17.88	4.92
192898	-0.30	0.93	-0.09	17.88	5.53
192901	-0.28	0.91	-0.09	17.10	5.65
192904	-0.30	0.91	-0.06	18.25	3.77
192907	-0.28	0.93	-0.08	16.76	4.92
192910	-0.31	0.90	-0.08	19.01	5.08
192914	-0.30	0.93	-0.08	17.88	4.92
192917	-0.28	0.91	-0.08	17.10	5.02
192920	-0.28	0.91	-0.06	17.10	3.77
192923	-0.28	0.91	-0.08	17.10	5.02
192926	-0.30	0.91	-0.06	18.25	3.77
192929	-0.28	0.91	-0.06	17.10	3.77
192932	-0.30	0.91	-0.06	18.25	3.77
192935	-0.28	0.91	-0.06	17.10	3.77
192939	-0.28	0.90	-0.06	17.28	3.81
192942	-0.28	0.93	-0.08	16.76	4.92
192946	-0.30	0.93	-0.08	17.88	4.92
192949	-0.30	0.91	-0.06	18.25	3.77
192952	-0.28	0.91	-0.08	17.10	5.02
192955	-0.28	0.93	-0.06	16.76	3.69
192958	-0.28	0.93	-0.08	16.76	4.92
192961	-0.30	0.93	-0.08	17.88	4.92
192964	-0.28	0.91	-0.06	17.10	3.77
192967	-0.28	0.93	-0.09	16.76	5.53
192970	-0.30	0.93	-0.08	17.88	4.92
192973	-0.30	0.91	-0.08	18.25	5.02
192977	-0.30	0.93	-0.06	17.88	3.69
192980	-0.28	0.91	-0.06	17.10	3.77
192984	-0.30	0.91	-0.08	18.25	5.02
192987	-0.30	0.93	-0.06	17.88	3.69
192990	-0.30	0.93	-0.08	17.88	4.92
192993	-0.28	0.91	-0.06	17.10	3.77
192996	-0.28	0.91	-0.06	17.10	3.77
192999	-0.30	0.91	-0.08	18.25	5.02
193002	-0.30	0.91	-0.09	18.25	5.65
193005	-0.30	0.94	-0.08	17.70	4.86
193008	-0.31	0.90	-0.08	19.01	5.08
193012	-0.31	0.91	-0.06	18.81	3.77
193015	-0.28	0.91	-0.08	17.10	5.02
193018	-0.28	0.91	-0.08	17.10	5.02
193021	-0.30	0.93	-0.06	17.88	3.69
193025	-0.28	0.91	-0.06	17.10	3.77
193028	-0.28	0.91	-0.08	17.10	5.02
