id,time,x,y,z,z_smo,y_smo,t1,tVal,bin,windowSize,run_id,smo_prob,bin_hmm,run_idle_id,numbers,recipe_step
1506,636.051S,2.4,0.95,0.42,0.4598785993180969,0.9816885998866474,1970-01-01T00:00:00Z,20,1,,6,0.9999973091080346,transition,70,16,transition 1
1507,636.055S,2.53,0.96,0.43,0.46031362192928604,0.9821359710718761,1970-01-01T00:00:00Z,20,1,,6,0.9999277588681522,transition,70,16,transition 1
1508,636.059S,2.47,0.89,0.39,0.46074758416684114,0.9825825678544902,1970-01-01T00:00:00Z,20,1,,6,0.9999999999998722,transition,70,16,transition 1
1509,636.063S,2.47,1.11,0.51,0.4611805454980094,0.9830284453150454,1970-01-01T00:00:00Z,20,1,,6,0.9999997626933687,transition,70,16,transition 1
1510,636.067S,2.47,0.81,0.39,0.4616125653900504,0.9834736585341101,1970-01-01T00:00:00Z,20,1,,6,0.9999999999999426,transition,70,16,transition 1
1511,636.07S,2.47,1.23,0.57,0.4619359982629301,0.983807165674338,1970-01-01T00:00:00Z,20,1,,6,1.000000000000019,transition,70,16,transition 1
1512,636.075S,2.47,0.77,0.38,0.4624740187257885,0.9843623125700418,1970-01-01T00:00:00Z,20,1,,6,1.000000000000019,transition,70,16,transition 1
1513,636.079S,2.49,1.16,0.52,0.4629035711039926,0.9848058635480331,1970-01-01T00:00:00Z,20,1,,6,0.9999999958215692,transition,70,16,transition 1
1514,636.083S,2.5,0.79,0.36,0.4633324199121199,0.9852489706068206,1970-01-01T00:00:00Z,20,1,,6,1.000000000000019,transition,70,16,transition 1
1515,636.087S,2.5,1.08,0.49,0.4637606246174177,0.9856916888269599,1970-01-01T00:00:00Z,20,1,,6,0.9993886591417638,transition,70,16,transition 1
1516,636.09S,2.52,0.9,0.42,0.4640813912271855,0.986023505451109,1970-01-01T00:00:00Z,20,1,,6,0.9996890514641962,transition,70,16,transition 1
1517,636.094S,2.5,1.02,0.48,0.4645086118456249,0.9864656757412319,1970-01-01T00:00:00Z,20,1,,6,0.32758586027449554,transition,71,7,transition 1
1518,636.098S,2.5,0.99,0.46,0.4649353518961865,0.9869076086642574,1970-01-01T00:00:00Z,20,1,,6,0.0863632835408636,transition,71,7,transition 1
1519,636.102S,2.46,0.99,0.46,0.46536167084615404,0.9873493593007789,1970-01-01T00:00:00Z,20,1,,6,0.044582037363544894,transition,71,7,transition 1
1520,636.106S,2.58,0.99,0.46,0.465787628162775,0.9877909827313526,1970-01-01T00:00:00Z,20,1,,6,0.04235783480117803,transition,71,7,transition 1
1521,636.11S,2.49,0.99,0.46,0.46621328331330886,0.9882325340365465,1970-01-01T00:00:00Z,20,1,,6,0.07055562154380501,transition,71,7,transition 1
1522,636.113S,2.56,0.99,0.46,0.46653236215299104,0.9885636833175696,1970-01-01T00:00:00Z,20,1,,6,0.22344756353829026,transition,71,7,transition 1
1523,636.118S,2.49,0.92,0.43,0.4670639249851539,0.9891156405930706,1970-01-01T00:00:00Z,20,1,,6,0.995692145364856,transition,71,7,transition 1
1524,636.122S,2.55,1.16,0.54,0.46748903044097206,0.9895573060055247,1970-01-01T00:00:00Z,20,1,,6,0.9999999999983517,transition,72,8,transition 1
1525,636.126S,2.5,0.8,0.4,0.4679140715997535,0.9899991196148858,1970-01-01T00:00:00Z,20,1,,6,0.9999999999990656,transition,72,8,transition 1
1526,636.13S,2.5,1.27,0.61,0.46833910792874567,0.9904411365017098,1970-01-01T00:00:00Z,20,1,,6,1.000000000000018,transition,72,8,transition 1
1527,636.133S,2.49,0.79,0.4,0.46865791777921706,0.9907728157020705,1970-01-01T00:00:00Z,20,1,,6,0.9999999999994365,transition,72,8,transition 1
1528,636.137S,2.49,1.27,0.58,0.4690830887491592,0.9912153208620598,1970-01-01T00:00:00Z,20,1,,6,1.0000000000000175,transition,72,8,transition 1
1529,636.141S,2.49,0.77,0.39,0.46950841842428814,0.9916581807710877,1970-01-01T00:00:00Z,20,1,,6,1.0000000000000173,transition,72,8,transition 1
1530,636.145S,2.44,1.18,0.55,0.4699339662718512,0.9921014505097103,1970-01-01T00:00:00Z,20,1,,6,1.0000000000000158,transition,72,8,transition 1
1531,636.149S,2.49,0.83,0.4,0.47035979175910797,0.9925451851584962,1970-01-01T00:00:00Z,20,1,,6,0.9999999999993258,transition,72,8,transition 1
1532,636.153S,2.44,1.07,0.51,0.47078595435331805,0.9929894397980137,1970-01-01T00:00:00Z,20,1,,6,0.9962947280438385,transition,73,9,transition 1
1533,636.156S,2.52,0.98,0.46,0.4711058332986779,0.9933230051559645,1970-01-01T00:00:00Z,20,1,,6,0.5558094988543325,transition,73,9,transition 1
1534,636.161S,2.44,1.01,0.49,0.4716395287316239,0.9938797293715045,1970-01-01T00:00:00Z,20,1,,6,0.4202968467263103,transition,73,9,transition 1
1535,636.165S,2.53,1.01,0.49,0.47206705945025107,0.9943258744666275,1970-01-01T00:00:00Z,20,1,,6,0.3488846236556882,transition,73,9,transition 1
1536,636.169S,2.44,1.01,0.49,0.47249516514486967,0.9947727598747558,1970-01-01T00:00:00Z,20,1,,6,0.3175595428619147,transition,73,9,transition 1
1537,636.173S,2.55,1.01,0.49,0.4729239052827393,0.995220440676458,1970-01-01T00:00:00Z,20,1,,6,0.31377630607661955,transition,73,9,transition 1
1538,636.176S,2.44,1.01,0.49,0.4732459125128015,0.9955567563891753,1970-01-01T00:00:00Z,20,1,,6,0.33800221189463053,transition,73,9,transition 1
1539,636.18S,2.53,1.05,0.49,0.4736759060194416,0.9960059616672371,1970-01-01T00:00:00Z,20,1,,6,0.41039437941548007,transition,73,9,transition 1
1540,636.184S,2.49,0.96,0.46,0.47410669750430884,0.9964561138104489,1970-01-01T00:00:00Z,20,1,,6,0.5976518188509805,transition,73,9,transition 1
1541,636.188S,2.52,1.13,0.54,0.47453834643465054,0.9969072678993663,1970-01-01T00:00:00Z,20,1,,6,0.9999999892288204,transition,74,8,transition 1
1542,636.192S,2.49,0.8,0.4,0.47497091227772614,0.9973594790145581,1970-01-01T00:00:00Z,20,1,,6,1.0000000000000109,transition,74,8,transition 1
1543,636.196S,2.49,1.27,0.61,0.4754044545007953,0.9978128022365922,1970-01-01T00:00:00Z,20,1,,6,1.000000000000018,transition,74,8,transition 1
1544,636.199S,2.49,0.8,0.4,0.475730287690732,0.9981535576076281,1970-01-01T00:00:00Z,20,1,,6,1.0000000000000142,transition,74,8,transition 1
1545,636.204S,2.43,1.29,0.61,0.47627470595594,0.9987230053234492,1970-01-01T00:00:00Z,20,1,,6,1.000000000000018,transition,74,8,transition 1
1546,636.208S,2.43,0.74,0.38,0.4767115341225472,0.9991799953494221,1970-01-01T00:00:00Z,20,1,,6,1.000000000000018,transition,74,8,transition 1
1547,636.212S,2.41,1.17,0.55,0.47714957653818607,0.9996383178045114,1970-01-01T00:00:00Z,20,1,,6,0.9999999999997067,transition,74,8,transition 1
1548,636.216S,2.43,0.9,0.43,0.47758889267011645,1.0000980277692857,1970-01-01T00:00:00Z,20,1,,6,0.9999994294957131,transition,74,8,transition 1
1549,636.219S,2.43,0.99,0.46,0.47791925141865665,1.0004437539305049,1970-01-01T00:00:00Z,20,1,,6,0.9930681270959346,transition,75,5,transition 1
1550,636.223S,2.53,0.99,0.46,0.4783609396471777,1.000906024574833,1970-01-01T00:00:00Z,20,1,,6,0.9897230608715778,transition,75,5,transition 1
1551,636.227S,2.38,0.99,0.46,0.47880406512696616,1.001369834200422,1970-01-01T00:00:00Z,20,1,,6,0.9892748184518343,transition,75,5,transition 1
1552,636.231S,2.53,0.99,0.46,0.47924868732526954,1.0018352378878277,1970-01-01T00:00:00Z,20,1,,6,0.991073908298072,transition,75,5,transition 1
1553,636.235S,2.38,0.99,0.46,0.47969486570934705,1.002302290717619,1970-01-01T00:00:00Z,20,1,,6,0.994496838459973,transition,75,5,transition 1
1554,636.239S,2.53,1.05,0.51,0.48014265974645837,1.0027710477703633,1970-01-01T00:00:00Z,20,1,,6,0.9990495297466787,transition,76,11,transition 1
1555,636.242S,2.4,0.87,0.42,0.4804796013198592,1.00312376709063,1970-01-01T00:00:00Z,20,1,,6,0.9999999998254889,transition,76,11,transition 1
1556,636.247S,2.5,1.13,0.52,0.48104333264880794,1.003713894866974,1970-01-01T00:00:00Z,20,1,,6,0.9999877327308347,transition,76,11,transition 1
1557,636.251S,2.47,0.77,0.38,0.48149633044857826,1.0041880950719906,1970-01-01T00:00:00Z,20,1,,6,1.0000000000000182,transition,76,11,transition 1
1558,636.255S,2.49,1.23,0.57,0.48195118177042057,1.0046642198222346,1970-01-01T00:00:00Z,20,1,,6,1.0000000000000182,transition,76,11,transition 1
1559,636.259S,2.49,0.74,0.38,0.4824079460815945,1.0051423241982749,1970-01-01T00:00:00Z,20,1,,6,1.0000000000000182,transition,76,11,transition 1
1560,636.262S,2.49,1.32,0.61,0.4827518104874873,1.005502234744127,1970-01-01T00:00:00Z,20,1,,6,1.0000000000000182,transition,76,11,transition 1
1561,636.266S,2.49,0.76,0.4,0.48321206562308483,1.0059839360029281,1970-01-01T00:00:00Z,20,1,,6,1.0000000000000182,transition,76,11,transition 1
1562,636.27S,2.49,1.27,0.61,0.4836743972829779,1.0064677683590881,1970-01-01T00:00:00Z,20,1,,6,1.0000000000000182,transition,76,11,transition 1
1563,636.274S,2.49,0.84,0.43,0.48413886493442587,1.006953786893176,1970-01-01T00:00:00Z,20,1,,6,0.9999999964504304,transition,76,11,transition 1
1564,636.278S,2.49,1.14,0.55,0.48460552804468837,1.00744204668576,1970-01-01T00:00:00Z,20,1,,6,0.9999999799147089,transition,76,11,transition 1
1565,636.282S,2.52,0.95,0.48,0.48507444608102496,1.0079326028174087,1970-01-01T00:00:00Z,20,1,,6,0.26953785042094214,transition,77,6,transition 1
1566,636.285S,2.49,0.95,0.48,0.4854276501767769,1.0083020600230503,1970-01-01T00:00:00Z,20,1,,6,0.139922066479566,transition,77,6,transition 1
1567,636.29S,2.55,0.95,0.48,0.4860192848009455,1.00892082442016,1970-01-01T00:00:00Z,20,1,,6,0.12150148646088625,transition,77,6,transition 1
1568,636.294S,2.46,0.95,0.48,0.4864953244190619,1.009418600052414,1970-01-01T00:00:00Z,20,1,,6,0.14560269829877626,transition,77,6,transition 1
1569,636.298S,2.58,0.95,0.48,0.48697385683229055,1.0099188923460058,1970-01-01T00:00:00Z,20,1,,6,0.28971082664693015,transition,77,6,transition 1
1570,636.302S,2.41,0.95,0.45,0.48745494150789104,1.010421756381505,1970-01-01T00:00:00Z,20,1,,6,0.9962663296089651,transition,77,6,transition 1
1571,636.305S,2.55,1.07,0.52,0.4878174657100362,1.0108006252481498,1970-01-01T00:00:00Z,20,1,,6,0.9996119007257513,transition,78,16,transition 1
1572,636.309S,2.43,0.89,0.42,0.4883031599378809,1.011308122369604,1970-01-01T00:00:00Z,20,1,,6,0.9999999999990468,transition,78,16,transition 1
1573,636.313S,2.44,1.17,0.55,0.4887915699630614,1.0118183427045289,1970-01-01T00:00:00Z,20,1,,6,0.9999999995719302,transition,78,16,transition 1
1574,636.317S,2.44,0.86,0.42,0.4892827552528371,1.012331341333492,1970-01-01T00:00:00Z,20,1,,6,0.9999999999996267,transition,78,16,transition 1
1575,636.321S,2.49,1.21,0.6,0.4897767752744677,1.0128471733370628,1970-01-01T00:00:00Z,20,1,,6,1.0000000000000187,transition,78,16,transition 1
1576,636.325S,2.49,0.79,0.4,0.49027368949521283,1.0133658937958094,1970-01-01T00:00:00Z,20,1,,6,1.0000000000000187,transition,78,16,transition 1
1577,636.328S,2.49,1.32,0.63,0.490648310252203,1.0137568628229716,1970-01-01T00:00:00Z,20,1,,6,1.0000000000000187,transition,78,16,transition 1
1578,636.333S,2.49,0.8,0.42,0.49127643840306995,1.0144122204010886,1970-01-01T00:00:00Z,20,1,,6,0.9999999999999183,transition,78,16,transition 1
1579,636.337S,2.47,1.26,0.63,0.49178239202471546,1.0149399367087728,1970-01-01T00:00:00Z,20,1,,6,1.0000000000000187,transition,78,16,transition 1
1580,636.341S,2.47,0.89,0.45,0.49229147771451365,1.0154707617939072,1970-01-01T00:00:00Z,20,1,,6,0.9999990221445267,transition,78,16,transition 1
1581,636.345S,2.47,1.17,0.58,0.4928037549397241,1.016004750737059,1970-01-01T00:00:00Z,20,1,,6,1.0000000000000187,transition,78,16,transition 1
1582,636.348S,2.47,1.17,0.58,0.49319009307700845,1.0164073518606407,1970-01-01T00:00:00Z,20,1,,6,1.0000000000000187,transition,78,16,transition 1
1583,636.352S,2.47,1.17,0.58,0.49370809858228354,1.016947010092942,1970-01-01T00:00:00Z,20,1,,6,1.0000000000000187,transition,78,16,transition 1
1584,636.356S,2.56,1.13,0.57,0.4942294591579346,1.017489983654825,1970-01-01T00:00:00Z,20,1,,6,0.9999999999999785,transition,78,16,transition 1
1585,636.36S,2.47,1.13,0.57,0.4947542342712212,1.0180363276268578,1970-01-01T00:00:00Z,20,1,,6,0.9999999999999604,transition,78,16,transition 1
1586,636.364S,2.56,1.11,0.54,0.49528248338940295,1.0185860970896088,1970-01-01T00:00:00Z,20,1,,6,0.9999973115777903,transition,78,16,transition 1
1587,636.368S,2.4,0.92,0.52,0.4958142659797394,1.0191393471236467,1970-01-01T00:00:00Z,20,1,,6,0.9986418353109929,transition,79,2,transition 1
1588,636.371S,2.56,1.11,0.52,0.49621545753685514,1.0195566019084747,1970-01-01T00:00:00Z,20,1,,6,0.9985698936839826,transition,79,2,transition 1
1589,636.376S,2.43,0.89,0.45,0.49688866944589927,1.0202565092278406,1970-01-01T00:00:00Z,20,1,,6,0.9999995030572554,transition,80,1,transition 1
1590,636.38S,2.49,1.11,0.52,0.49743140925625706,1.0208205314591496,1970-01-01T00:00:00Z,20,1,,6,0.9988587733073264,transition,81,1,transition 1
1591,636.384S,2.49,0.89,0.43,0.4979779204078078,1.0213882545840192,1970-01-01T00:00:00Z,20,1,,6,0.9999999999964369,transition,82,1,transition 1
1592,636.388S,2.49,1.11,0.52,0.4985282623678111,1.0219597336830177,1970-01-01T00:00:00Z,20,1,,6,0.9985890613132186,transition,83,1,transition 1
1593,636.391S,2.49,0.8,0.39,0.49894356857912203,1.0223908409996811,1970-01-01T00:00:00Z,20,1,,6,1.000000000000019,transition,84,4,transition 1
1594,636.395S,2.49,1.23,0.57,0.49950075754701045,1.0229690255910238,1970-01-01T00:00:00Z,20,1,,6,0.9999999999985727,transition,84,4,transition 1
1595,636.399S,2.5,0.86,0.43,0.5000619408583151,1.0235511176280585,1970-01-01T00:00:00Z,20,1,,6,0.9999999999997848,transition,84,4,transition 1
1596,636.403S,2.46,1.14,0.55,0.5006271779802957,1.0241371721913544,1970-01-01T00:00:00Z,20,1,,6,0.9999988612139183,transition,84,4,transition 1
1597,636.407S,2.55,1.01,0.51,0.5011965283802116,1.0247272443614792,1970-01-01T00:00:00Z,20,1,,6,0.9927412096214187,transition,85,1,transition 1
1598,636.411S,2.43,1.07,0.54,0.5017700515253062,1.025321389218985,1970-01-01T00:00:00Z,20,1,,6,0.9998998883626125,transition,86,15,transition 1
1599,636.414S,2.55,1.07,0.54,0.502202968021451,1.0257697036976408,1970-01-01T00:00:00Z,20,1,,6,0.9999802168959573,transition,86,15,transition 1
1600,636.419S,2.43,1.07,0.54,0.502929853920151,1.026522117318498,1970-01-01T00:00:00Z,20,1,,6,0.9999759667794539,transition,86,15,transition 1
1601,636.423S,2.55,1.07,0.54,0.5035162521044042,1.027128810721625,1970-01-01T00:00:00Z,20,1,,6,0.999970565870855,transition,86,15,transition 1
1602,636.427S,2.43,1.07,0.54,0.5041070609028906,1.0277397971344235,1970-01-01T00:00:00Z,20,1,,6,0.999964992344614,transition,86,15,transition 1
1603,636.431S,2.58,1.13,0.55,0.5047023397828697,1.0283551316374622,1970-01-01T00:00:00Z,20,1,,6,0.9999989281204429,transition,86,15,transition 1
1604,636.434S,2.43,0.83,0.4,0.5051517682070943,1.028819519083353,1970-01-01T00:00:00Z,20,1,,6,1.0000000000000193,transition,86,15,transition 1
1605,636.438S,2.49,1.18,0.55,0.5057550128227791,1.02944259528193,1970-01-01T00:00:00Z,20,1,,6,0.9999983916281759,transition,86,15,transition 1
1606,636.442S,2.49,0.81,0.4,0.5063628910549205,1.0300701710423101,1970-01-01T00:00:00Z,20,1,,6,1.0000000000000193,transition,86,15,transition 1
1607,636.446S,2.53,1.18,0.55,0.506975462370778,1.0307023014450625,1970-01-01T00:00:00Z,20,1,,6,0.9999973822038462,transition,86,15,transition 1
1608,636.45S,2.52,0.86,0.43,0.5075927862376113,1.031339041570755,1970-01-01T00:00:00Z,20,1,,6,1.0000000000000182,transition,86,15,transition 1
1609,636.454S,2.52,1.18,0.55,0.5082149221226621,1.0319804464999383,1970-01-01T00:00:00Z,20,1,,6,0.9999957683578238,transition,86,15,transition 1
1610,636.457S,2.53,0.87,0.43,0.5086847176967081,1.0324645946085511,1970-01-01T00:00:00Z,20,1,,6,1.0000000000000187,transition,86,15,transition 1
1611,636.462S,2.52,1.14,0.55,0.5094738678165428,1.0332774710911412,1970-01-01T00:00:00Z,20,1,,6,0.999993123413984,transition,86,15,transition 1
1612,636.466S,2.52,0.95,0.46,0.5101107965598745,1.03393320091428,1970-01-01T00:00:00Z,20,1,,6,0.9999828266682028,transition,86,15,transition 1
1613,636.47S,2.44,1.05,0.52,0.5107527751904795,1.0345938158632015,1970-01-01T00:00:00Z,20,1,,6,0.1923389608337326,transition,87,7,transition 1
1614,636.474S,2.56,1.04,0.51,0.5113998631756177,1.0352593710184743,1970-01-01T00:00:00Z,20,1,,6,0.037367039762801126,transition,87,7,transition 1
1615,636.477S,2.43,1.04,0.51,0.5118885679516431,1.035761812529737,1970-01-01T00:00:00Z,20,1,,6,0.014475825848441511,transition,87,7,transition 1
1616,636.481S,2.53,1.04,0.51,0.5125447404003074,1.0364361455837419,1970-01-01T00:00:00Z,20,1,,6,0.014343840352795128,transition,87,7,transition 1
1617,636.485S,2.43,1.04,0.51,0.5132061857384684,1.0371155703156614,1970-01-01T00:00:00Z,20,1,,6,0.03577395890374977,transition,87,7,transition 1
1618,636.489S,2.5,1.04,0.51,0.5138729634333862,1.0378001418060638,1970-01-01T00:00:00Z,20,1,,6,0.17186344354487249,transition,87,7,transition 1
1619,636.493S,2.43,0.96,0.48,0.5145451329523196,1.0384899151355176,1970-01-01T00:00:00Z,20,1,,6,0.9885279797484567,transition,87,7,transition 1
1620,636.497S,2.5,1.18,0.57,0.5152227537625096,1.0391849453845716,1970-01-01T00:00:00Z,20,1,,6,0.999999875251154,transition,88,4,transition 1
1621,636.5S,2.41,0.83,0.43,0.515734582553344,1.0397097010592868,1970-01-01T00:00:00Z,20,1,,6,1.000000000000019,transition,88,4,transition 1
1622,636.505S,2.5,1.16,0.54,0.5165945871257924,1.0405909969638525,1970-01-01T00:00:00Z,20,1,,6,0.9990463202053785,transition,88,4,transition 1
1623,636.509S,2.41,0.86,0.42,0.5172889186133856,1.0413021284551962,1970-01-01T00:00:00Z,20,1,,6,1.000000000000019,transition,88,4,transition 1
1624,636.513S,2.5,1.11,0.52,0.5179889392612923,1.0420187371884344,1970-01-01T00:00:00Z,20,1,,6,0.990846331982167,transition,89,1,transition 1
1625,636.517S,2.44,0.95,0.46,0.5186947085367726,1.0427408782441343,1970-01-01T00:00:00Z,20,1,,6,0.9999999819071872,transition,90,1,transition 1
1626,636.52S,2.47,1.11,0.52,0.5192278438034859,1.0432861477569142,1970-01-01T00:00:00Z,20,1,,6,0.9908637016193854,transition,91,1,transition 1
1627,636.524S,2.47,0.95,0.46,0.5199438162703128,1.044018102914541,1970-01-01T00:00:00Z,20,1,,6,0.9999999950779933,transition,92,1,transition 1
1628,636.528S,2.47,1.08,0.51,0.5206657008996768,1.0447557418661932,1970-01-01T00:00:00Z,20,1,,6,0.9954680885905514,transition,93,1,transition 1
1629,636.532S,2.47,0.96,0.46,0.5213935571588374,1.0454991196924395,1970-01-01T00:00:00Z,20,1,,6,0.999999999731429,transition,94,6,transition 1
1630,636.536S,2.47,1.02,0.48,0.5221274445150337,1.0462482914738271,1970-01-01T00:00:00Z,20,1,,6,0.9999989302158512,transition,94,6,transition 1
1631,636.54S,2.53,1.02,0.48,0.5228674224355663,1.0470033122909665,1970-01-01T00:00:00Z,20,1,,6,0.9999992143243381,transition,94,6,transition 1
1632,636.544S,2.47,1.02,0.48,0.5236135503876744,1.0477642372244054,1970-01-01T00:00:00Z,20,1,,6,0.9999994280282739,transition,94,6,transition 1
1633,636.548S,2.58,1.02,0.48,0.5243658878386175,1.0485311213547122,1970-01-01T00:00:00Z,20,1,,6,0.9999995865866868,transition,94,6,transition 1
1634,636.552S,2.37,1.02,0.48,0.525124494255655,1.0493040197624552,1970-01-01T00:00:00Z,20,1,,6,0.9999987500096703,transition,94,6,transition 1
1635,636.556S,2.55,1.1,0.54,0.5258894291060467,1.0500829875282032,1970-01-01T00:00:00Z,20,1,,6,0.9956623262955782,transition,95,1,transition 1
1636,636.56S,2.38,0.9,0.43,0.5266607518570302,1.050868079732502,1970-01-01T00:00:00Z,20,1,,6,1.00000000000002,transition,96,7,transition 1
1637,636.563S,2.52,1.21,0.58,0.5272434717533406,1.0514609511829665,1970-01-01T00:00:00Z,20,1,,6,0.9999999647258931,transition,96,7,transition 1
1638,636.567S,2.43,0.83,0.42,0.5280261164235132,1.0522568936924086,1970-01-01T00:00:00Z,20,1,,6,1.00000000000002,transition,96,7,transition 1
1639,636.571S,2.52,1.23,0.6,0.5288153125292631,1.0530591121119874,1970-01-01T00:00:00Z,20,1,,6,0.9999999999991346,transition,96,7,transition 1
1640,636.575S,2.44,0.92,0.48,0.52961111953785,1.0538676615222713,1970-01-01T00:00:00Z,20,1,,6,0.9999999628665952,transition,96,7,transition 1
1641,636.579S,2.5,1.13,0.57,0.5304135969165106,1.0546825970038054,1970-01-01T00:00:00Z,20,1,,6,0.9999905337557452,transition,96,7,transition 1
1642,636.583S,2.5,0.95,0.49,0.5312228041325501,1.0555039736372043,1970-01-01T00:00:00Z,20,1,,6,0.9999939408794589,transition,96,7,transition 1
1643,636.587S,2.5,1.07,0.52,0.5320388006532052,1.0563318465030138,1970-01-01T00:00:00Z,20,1,,6,0.9961528777573954,transition,97,1,transition 1
1644,636.591S,2.5,0.99,0.49,0.5328616459457356,1.0571662706818021,1970-01-01T00:00:00Z,20,1,,6,0.999995567588113,transition,98,8,transition 1
1645,636.595S,2.5,1.02,0.51,0.5336913994774009,1.0580073012541378,1970-01-01T00:00:00Z,20,1,,6,0.9993928403982376,transition,98,8,transition 1
1646,636.599S,2.55,1.02,0.51,0.5345281207154604,1.0588549933005895,1970-01-01T00:00:00Z,20,1,,6,0.9993779725971529,transition,98,8,transition 1
1647,636.603S,2.46,1.02,0.51,0.5353718691271501,1.059709401901701,1970-01-01T00:00:00Z,20,1,,6,0.9995062201484127,transition,98,8,transition 1
1648,636.606S,2.55,1.02,0.51,0.5360093277919248,1.060354649225975,1970-01-01T00:00:00Z,20,1,,6,0.9996174647039185,transition,98,8,transition 1
1649,636.61S,2.35,1.02,0.51,0.5368655168506259,1.0612209443354261,1970-01-01T00:00:00Z,20,1,,6,0.9997208760380147,transition,98,8,transition 1
1650,636.614S,2.58,1.04,0.51,0.5377288966179449,1.0620941074711252,1970-01-01T00:00:00Z,20,1,,6,0.9998120127933773,transition,98,8,transition 1
1651,636.618S,2.43,0.96,0.46,0.5385995265611411,1.0629741937136397,1970-01-01T00:00:00Z,20,1,,6,1.000000000000015,transition,98,8,transition 1
1652,636.622S,2.58,1.11,0.54,0.5394774661474491,1.0638612581435138,1970-01-01T00:00:00Z,20,1,,6,0.9908952854466788,transition,99,1,transition 1
1653,636.626S,2.43,0.92,0.48,0.5403627748441783,1.064755355841366,1970-01-01T00:00:00Z,20,1,,6,0.9999999991028288,transition,100,5,transition 1
1654,636.63S,2.5,1.21,0.6,0.5412555121185636,1.0656565418877397,1970-01-01T00:00:00Z,20,1,,6,0.9999999983641928,transition,100,5,transition 1
1655,636.634S,2.49,0.93,0.51,0.5421557374378643,1.0665648713632032,1970-01-01T00:00:00Z,20,1,,6,0.9999565887888352,transition,100,5,transition 1
1656,636.638S,2.5,1.14,0.58,0.5430635102693403,1.0674803993483253,1970-01-01T00:00:00Z,20,1,,6,0.9999634720648937,transition,100,5,transition 1
1657,636.642S,2.49,1.01,0.52,0.543978890080251,1.0684031809236745,1970-01-01T00:00:00Z,20,1,,6,0.999311231465007,transition,100,5,transition 1
1658,636.646S,2.49,1.11,0.57,0.5449019363378295,1.069333271169792,1970-01-01T00:00:00Z,20,1,,6,0.9989260456234147,transition,101,1,transition 1
1659,636.649S,2.49,1.02,0.52,0.5455982652826112,1.070034707693833,1970-01-01T00:00:00Z,20,1,,6,0.9994522316766056,transition,102,5,transition 1
1660,636.653S,2.47,1.05,0.52,0.5465302915928785,1.0709734198929055,1970-01-01T00:00:00Z,20,1,,6,0.9996616053927022,transition,102,5,transition 1
1661,636.657S,2.47,1.04,0.52,0.5474664110420109,1.0719160845127593,1970-01-01T00:00:00Z,20,1,,6,0.9997660268776949,transition,102,5,transition 1
1662,636.661S,2.47,1.05,0.52,0.548406615874271,1.072862695154811,1970-01-01T00:00:00Z,20,1,,6,0.9998136802789537,transition,102,5,transition 1
1663,636.665S,2.49,1.05,0.52,0.5493508983340009,1.0738132454205573,1970-01-01T00:00:00Z,20,1,,6,0.9996635379695485,transition,102,5,transition 1
1664,636.669S,2.41,1.05,0.52,0.5502992506654627,1.0747677289114146,1970-01-01T00:00:00Z,20,1,,6,0.9970663208365165,transition,103,20,transition 1
1665,636.673S,2.55,1.07,0.54,0.5512516651129459,1.0757261392288258,1970-01-01T00:00:00Z,20,1,,6,0.9503338809676136,transition,103,20,transition 1
1666,636.677S,2.34,1.07,0.54,0.5522081339207393,1.0766884699742343,1970-01-01T00:00:00Z,20,1,,6,0.9410867418196102,transition,103,20,transition 1
1667,636.681S,2.56,1.07,0.54,0.5531686493331317,1.0776547147490827,1970-01-01T00:00:00Z,20,1,,6,0.9529579965701873,transition,103,20,transition 1
1668,636.685S,2.38,1.02,0.51,0.5541332035943847,1.0786248671547873,1970-01-01T00:00:00Z,20,1,,6,0.9940515431237849,transition,103,20,transition 1
1669,636.689S,2.59,1.08,0.54,0.555101788948842,1.0795989207928454,1970-01-01T00:00:00Z,20,1,,6,0.45769511992448564,transition,103,20,transition 1
1670,636.692S,2.44,1.04,0.55,0.5558308687040445,1.0803320173559787,1970-01-01T00:00:00Z,20,1,,6,0.1696474633639485,transition,103,20,transition 1
1671,636.696S,2.52,1.14,0.58,0.5568064898093821,1.081312882754081,1970-01-01T00:00:00Z,20,1,,6,0.11785233571826309,transition,103,20,transition 1
1672,636.7S,2.44,1.04,0.55,0.5577861206796914,1.0822976317884783,1970-01-01T00:00:00Z,20,1,,6,0.0426642779104491,transition,103,20,transition 1
1673,636.704S,2.47,1.13,0.58,0.5587697535592333,1.0832862580605855,1970-01-01T00:00:00Z,20,1,,6,0.027792813068350877,transition,103,20,transition 1
1674,636.708S,2.47,1.04,0.55,0.5597573806923528,1.0842787551719018,1970-01-01T00:00:00Z,20,1,,6,0.011738280783526744,transition,103,20,transition 1
1675,636.712S,2.47,1.1,0.55,0.5607489943233108,1.085275116723843,1970-01-01T00:00:00Z,20,1,,6,0.00881897622588341,transition,103,20,transition 1
1676,636.716S,2.47,1.07,0.55,0.5617445866963965,1.0862753363178514,1970-01-01T00:00:00Z,20,1,,6,0.012130289315388386,transition,103,20,transition 1
1677,636.72S,2.47,1.1,0.55,0.5627441500558987,1.0872794075553702,1970-01-01T00:00:00Z,20,1,,6,0.02514739332686419,transition,103,20,transition 1
