id,time,x,y,z,z_smo,y_smo,t1,tVal,bin,windowSize,run_id,smo_prob,bin_hmm,run_idle_id,numbers,recipe_step
4076,646.099S,2.46,2.49,1.93,1.9037013721354268,2.431293105251309,1970-01-01T00:00:00Z,20,0,,10,0.15188250236473322,transition,565,153,transition 0
4077,646.104S,2.46,2.4,1.88,1.903721368187027,2.43132436119552,1970-01-01T00:00:00Z,20,0,,10,0.1514210594563594,transition,565,153,transition 0
4078,646.108S,2.44,2.41,1.88,1.903737313081259,2.431349246218731,1970-01-01T00:00:00Z,20,0,,10,0.133906377785476,transition,565,153,transition 0
4079,646.112S,2.47,2.41,1.88,1.9037532117039324,2.431374022365739,1970-01-01T00:00:00Z,20,0,,10,0.0938213921251214,transition,565,153,transition 0
4080,646.116S,2.44,2.44,1.91,1.9037690639660585,2.4313986873772007,1970-01-01T00:00:00Z,20,0,,10,0.01848234858206739,transition,565,153,transition 0
4081,646.12S,2.46,2.43,1.91,1.9037848697786472,2.4314232389937747,1970-01-01T00:00:00Z,20,0,,10,0.0038959592601865945,transition,565,153,transition 0
4082,646.123S,2.44,2.43,1.91,1.9037966936020483,2.4314415769316744,1970-01-01T00:00:00Z,20,0,,10,0.0010745737775210542,transition,565,153,transition 0
4083,646.127S,2.46,2.44,1.91,1.9038124179138176,2.4314659246706527,1970-01-01T00:00:00Z,20,0,,10,5.283818520813186e-4,transition,565,153,transition 0
4084,646.131S,2.44,2.43,1.91,1.9038280955313307,2.4314901528015533,1970-01-01T00:00:00Z,20,0,,10,4.198962356731474e-4,transition,565,153,transition 0
4085,646.135S,2.46,2.43,1.91,1.9038437263655983,2.4315142590650343,1970-01-01T00:00:00Z,20,0,,10,3.8526922319413265e-4,transition,565,153,transition 0
4086,646.139S,2.44,2.43,1.9,1.9038593103276311,2.431538241201754,1970-01-01T00:00:00Z,20,0,,10,3.095557895467972e-4,transition,565,153,transition 0
4087,646.142S,2.46,2.43,1.9,1.9038709674857193,2.431556144986971,1970-01-01T00:00:00Z,20,0,,10,3.0512038187268135e-4,transition,565,153,transition 0
4088,646.147S,2.46,2.41,1.9,1.9038903372790361,2.4315858240575405,1970-01-01T00:00:00Z,20,0,,10,3.5107626851856597e-4,transition,565,153,transition 0
4089,646.151S,2.47,2.43,1.9,1.90390578009043,2.431609420257923,1970-01-01T00:00:00Z,20,0,,10,6.566282552765998e-4,transition,565,153,transition 0
4090,646.155S,2.47,2.41,1.9,1.9039211756736336,2.4316328832941783,1970-01-01T00:00:00Z,20,0,,10,0.002617519530506571,transition,565,153,transition 0
4091,646.159S,2.47,2.46,1.91,1.9039365239396573,2.431656210906962,1970-01-01T00:00:00Z,20,0,,10,0.015190033681878101,transition,565,153,transition 0
4092,646.163S,2.47,2.41,1.91,1.903951824799512,2.431679400836933,1970-01-01T00:00:00Z,20,0,,10,0.08052827375735036,transition,565,153,transition 0
4093,646.166S,2.47,2.47,1.93,1.903963269280572,2.43169670157093,1970-01-01T00:00:00Z,20,0,,10,0.42220378276475357,transition,565,153,transition 0
4094,646.17S,2.46,2.41,1.91,1.9039784869655003,2.431719645119437,1970-01-01T00:00:00Z,20,0,,10,0.4861528462957689,transition,565,153,transition 0
4095,646.174S,2.46,2.46,1.93,1.9039936569995404,2.4317424447719422,1970-01-01T00:00:00Z,20,0,,10,0.8449771676689846,transition,565,153,transition 0
4096,646.178S,2.46,2.46,1.93,1.9040087792937028,2.431765098269103,1970-01-01T00:00:00Z,20,0,,10,0.9165721812942732,transition,565,153,transition 0
4097,646.182S,2.46,2.46,1.93,1.904023853758998,2.4317876033515766,1970-01-01T00:00:00Z,20,0,,10,0.9259600915318701,transition,565,153,transition 0
4098,646.185S,2.46,2.44,1.93,1.9040351281667427,2.4318043834071585,1970-01-01T00:00:00Z,20,0,,10,0.9025843034904383,transition,565,153,transition 0
4099,646.19S,2.46,2.44,1.93,1.9040538588470315,2.431832159235098,1970-01-01T00:00:00Z,20,0,,10,0.7742383888169395,transition,565,153,transition 0
4100,646.194S,2.47,2.44,1.91,1.9040687892917911,2.4318542055174612,1970-01-01T00:00:00Z,20,0,,10,0.14715046467802587,transition,565,153,transition 0
4101,646.198S,2.46,2.43,1.91,1.9040836715517284,2.4318760943477713,1970-01-01T00:00:00Z,20,0,,10,0.028193465225287123,transition,565,153,transition 0
4102,646.202S,2.46,2.43,1.91,1.904098505537853,2.4318978234666857,1970-01-01T00:00:00Z,20,0,,10,0.0056495123459789414,transition,565,153,transition 0
4103,646.206S,2.47,2.44,1.91,1.904113291161177,2.4319193906148624,1970-01-01T00:00:00Z,20,0,,10,0.0013805973001987729,transition,565,153,transition 0
4104,646.209S,2.46,2.44,1.91,1.9041243485870487,2.4319354583235633,1970-01-01T00:00:00Z,20,0,,10,5.706962155667018e-4,transition,565,153,transition 0
4105,646.213S,2.46,2.44,1.91,1.9041390493613402,2.4319567365864083,1970-01-01T00:00:00Z,20,0,,10,4.058917108941721e-4,transition,565,153,transition 0
4106,646.217S,2.46,2.44,1.9,1.904153701528111,2.4319778466653266,1970-01-01T00:00:00Z,20,0,,10,3.1453965833080693e-4,transition,565,153,transition 0
4107,646.221S,2.47,2.44,1.9,1.9041683049983715,2.431998786300974,1970-01-01T00:00:00Z,20,0,,10,3.0153947511884376e-4,transition,565,153,transition 0
4108,646.225S,2.44,2.44,1.9,1.904182859683133,2.432019553234012,1970-01-01T00:00:00Z,20,0,,10,3.0724419970506805e-4,transition,565,153,transition 0
4109,646.228S,2.46,2.43,1.9,1.9041937436276872,2.4320350137385653,1970-01-01T00:00:00Z,20,0,,10,3.5665804241952014e-4,transition,565,153,transition 0
4110,646.233S,2.44,2.44,1.91,1.9042118223402014,2.4320605599548846,1970-01-01T00:00:00Z,20,0,,10,6.725436827172845e-4,transition,565,153,transition 0
4111,646.237S,2.44,2.43,1.91,1.9042262301345307,2.4320807952240373,1970-01-01T00:00:00Z,20,0,,10,0.0020431810457409334,transition,565,153,transition 0
4112,646.241S,2.44,2.44,1.91,1.9042405887874054,2.4321008487532114,1970-01-01T00:00:00Z,20,0,,10,0.009287358047937842,transition,565,153,transition 0
4113,646.245S,2.44,2.44,1.93,1.904254898209835,2.432120718283065,1970-01-01T00:00:00Z,20,0,,10,0.04790076201905667,transition,565,153,transition 0
4114,646.249S,2.44,2.44,1.93,1.9042691583128315,2.4321404015542565,1970-01-01T00:00:00Z,20,0,,10,0.04786991456427488,transition,565,153,transition 0
4115,646.252S,2.44,2.44,1.91,1.904279820970668,2.432155040416267,1970-01-01T00:00:00Z,20,0,,10,0.009254786566884454,transition,565,153,transition 0
4116,646.256S,2.44,2.44,1.91,1.904293994550526,2.432174392298258,1970-01-01T00:00:00Z,20,0,,10,0.00202802928257712,transition,565,153,transition 0
4117,646.26S,2.43,2.44,1.91,1.9043081185662307,2.4321935517083975,1970-01-01T00:00:00Z,20,0,,10,6.667742498702126e-4,transition,565,153,transition 0
4118,646.264S,2.44,2.43,1.9,1.904322192928793,2.4322125163873425,1970-01-01T00:00:00Z,20,0,,10,3.584234612042529e-4,transition,565,153,transition 0
4119,646.268S,2.43,2.44,1.9,1.904336217549224,2.432231284075751,1970-01-01T00:00:00Z,20,0,,10,3.1510688475303353e-4,transition,565,153,transition 0
4120,646.272S,2.43,2.43,1.9,1.9043501923385346,2.432249852514282,1970-01-01T00:00:00Z,20,0,,10,3.4124830110160057e-4,transition,565,153,transition 0
4121,646.276S,2.43,2.44,1.9,1.9043641172077355,2.432268219443593,1970-01-01T00:00:00Z,20,0,,10,5.534255731206001e-4,transition,565,153,transition 0
4122,646.28S,2.43,2.44,1.91,1.9043779920678379,2.432286382604343,1970-01-01T00:00:00Z,20,0,,10,0.0019031257005570667,transition,565,153,transition 0
4123,646.284S,2.41,2.44,1.93,1.9043918168298533,2.4323043397371893,1970-01-01T00:00:00Z,20,0,,10,0.008878791454378109,transition,565,153,transition 0
4124,646.288S,2.43,2.43,1.91,1.9044055914047917,2.432322088582791,1970-01-01T00:00:00Z,20,0,,10,0.0019442920003202157,transition,565,153,transition 0
4125,646.292S,2.41,2.41,1.91,1.9044193157036644,2.4323396268818054,1970-01-01T00:00:00Z,20,0,,10,6.474741075198513e-4,transition,565,153,transition 0
4126,646.295S,2.44,2.41,1.9,1.9044295758806182,2.4323526410757332,1970-01-01T00:00:00Z,20,0,,10,3.555919202715491e-4,transition,565,153,transition 0
4127,646.299S,2.43,2.41,1.9,1.904443211982246,2.4323698054816787,1970-01-01T00:00:00Z,20,0,,10,3.0953902737414554e-4,transition,565,153,transition 0
4128,646.303S,2.44,2.43,1.9,1.904456797563089,2.432386753127848,1970-01-01T00:00:00Z,20,0,,10,3.0239683159674114e-4,transition,565,153,transition 0
4129,646.307S,2.44,2.43,1.9,1.9044703325341568,2.4324034817548976,1970-01-01T00:00:00Z,20,0,,10,3.014163457540558e-4,transition,565,153,transition 0
4130,646.311S,2.44,2.43,1.9,1.904483816806461,2.4324199891034866,1970-01-01T00:00:00Z,20,0,,10,3.01412142340081e-4,transition,565,153,transition 0
4131,646.315S,2.44,2.43,1.9,1.9044972502910127,2.432436272914273,1970-01-01T00:00:00Z,20,0,,10,3.015628065181296e-4,transition,565,153,transition 0
4132,646.319S,2.46,2.43,1.9,1.9045106328988224,2.432452330927915,1970-01-01T00:00:00Z,20,0,,10,3.0173815640658947e-4,transition,565,153,transition 0
4133,646.323S,2.47,2.43,1.9,1.9045239645409016,2.4324681608850707,1970-01-01T00:00:00Z,20,0,,10,3.0191754348950434e-4,transition,565,153,transition 0
4134,646.327S,2.47,2.44,1.9,1.904537245128261,2.432483760526398,1970-01-01T00:00:00Z,20,0,,10,3.020976766747091e-4,transition,565,153,transition 0
4135,646.331S,2.47,2.43,1.9,1.9045504745719117,2.432499127592556,1970-01-01T00:00:00Z,20,0,,10,3.0227797364415954e-4,transition,565,153,transition 0
4136,646.335S,2.47,2.44,1.9,1.9045636527828647,2.432514259824202,1970-01-01T00:00:00Z,20,0,,10,3.0245800445519535e-4,transition,565,153,transition 0
4137,646.338S,2.47,2.43,1.9,1.9045735027660884,2.4325254535286525,1970-01-01T00:00:00Z,20,0,,10,3.0263561890503534e-4,transition,565,153,transition 0
4138,646.342S,2.46,2.43,1.9,1.9045865911056898,2.4325401693633615,1970-01-01T00:00:00Z,20,0,,10,3.0299829171062355e-4,transition,565,153,transition 0
4139,646.346S,2.47,2.43,1.9,1.9045996279678739,2.4325546441503683,1970-01-01T00:00:00Z,20,0,,10,3.043547304965966e-4,transition,565,153,transition 0
4140,646.35S,2.47,2.44,1.9,1.904612613263651,2.4325688756303325,1970-01-01T00:00:00Z,20,0,,10,3.1192667750341765e-4,transition,565,153,transition 0
4141,646.354S,2.47,2.44,1.91,1.9046255469040323,2.4325828615439105,1970-01-01T00:00:00Z,20,0,,10,3.5852282293725416e-4,transition,565,153,transition 0
4142,646.358S,2.47,2.44,1.91,1.9046384288000282,2.4325965996317604,1970-01-01T00:00:00Z,20,0,,10,3.6645713361443955e-4,transition,565,153,transition 0
4143,646.362S,2.47,2.44,1.91,1.9046516044416228,2.4326104550837018,1970-01-01T00:00:00Z,20,0,,10,3.66190931442252e-4,transition,565,153,transition 0
4144,646.366S,2.47,2.44,1.91,1.9046654115354444,2.4326247879184986,1970-01-01T00:00:00Z,20,0,,10,3.583149325510849e-4,transition,565,153,transition 0
4145,646.37S,2.5,2.43,1.9,1.9046798383174717,2.432639588120228,1970-01-01T00:00:00Z,20,0,,10,3.156534064355635e-4,transition,565,153,transition 0
4146,646.374S,2.47,2.43,1.9,1.9046948730236832,2.4326548456729666,1970-01-01T00:00:00Z,20,0,,10,3.238174611430506e-4,transition,565,153,transition 0
4147,646.378S,2.5,2.43,1.9,1.9047105038900585,2.4326705505607924,1970-01-01T00:00:00Z,20,0,,10,4.1793259781364644e-4,transition,565,153,transition 0
4148,646.381S,2.46,2.43,1.9,1.9047226111931526,2.4326826167651077,1970-01-01T00:00:00Z,20,0,,10,0.0010128676528516705,transition,565,153,transition 0
4149,646.385S,2.49,2.44,1.91,1.9047392570326374,2.43269908038852,1970-01-01T00:00:00Z,20,0,,10,0.0047351917532048515,transition,565,153,transition 0
4150,646.389S,2.46,2.44,1.91,1.9047564666812278,2.4327159638032314,1970-01-01T00:00:00Z,20,0,,10,0.024981253633575513,transition,565,153,transition 0
4151,646.393S,2.49,2.44,1.93,1.9047742283749023,2.4327332569933184,1970-01-01T00:00:00Z,20,0,,10,0.13642146837464858,transition,565,153,transition 0
4152,646.397S,2.47,2.44,1.93,1.9047925303496396,2.432750949942859,1970-01-01T00:00:00Z,20,0,,10,0.15736866055764306,transition,565,153,transition 0
4153,646.401S,2.47,2.44,1.93,1.9048113608414183,2.4327690326359286,1970-01-01T00:00:00Z,20,0,,10,0.1361596969876665,transition,565,153,transition 0
4154,646.405S,2.47,2.44,1.91,1.9048307080862186,2.4327874950566066,1970-01-01T00:00:00Z,20,0,,10,0.02490931215996931,transition,565,153,transition 0
4155,646.409S,2.47,2.44,1.91,1.9048505603200176,2.4328063271889677,1970-01-01T00:00:00Z,20,0,,10,0.00479381539592167,transition,565,153,transition 0
4156,646.413S,2.47,2.44,1.91,1.9048709057787958,2.4328255190170918,1970-01-01T00:00:00Z,20,0,,10,0.0011605303451536915,transition,565,153,transition 0
4157,646.417S,2.46,2.44,1.91,1.9048917326985313,2.432845060525054,1970-01-01T00:00:00Z,20,0,,10,5.046423784853432e-4,transition,565,153,transition 0
4158,646.421S,2.46,2.44,1.91,1.9049130293152023,2.432864941696932,1970-01-01T00:00:00Z,20,0,,10,3.859658150659399e-4,transition,565,153,transition 0
4159,646.424S,2.43,2.44,1.91,1.9049293029395258,2.432880069455081,1970-01-01T00:00:00Z,20,0,,10,3.6418187425161494e-4,transition,565,153,transition 0
4160,646.428S,2.43,2.44,1.91,1.9049513932186597,2.4329005209379977,1970-01-01T00:00:00Z,20,0,,10,3.59718088006803e-4,transition,565,153,transition 0
4161,646.432S,2.43,2.44,1.91,1.9049739208436713,2.4329212845410417,1970-01-01T00:00:00Z,20,0,,10,3.583612755412704e-4,transition,565,153,transition 0
4162,646.436S,2.41,2.44,1.91,1.9049968740505403,2.4329423502482914,1970-01-01T00:00:00Z,20,0,,10,3.5755548119673433e-4,transition,565,153,transition 0
4163,646.44S,2.38,2.46,1.91,1.9050202410752446,2.4329637080438222,1970-01-01T00:00:00Z,20,0,,10,3.568420295533457e-4,transition,565,153,transition 0
4164,646.444S,2.41,2.46,1.91,1.9050440101537631,2.4329853479117127,1970-01-01T00:00:00Z,20,0,,10,3.561390881024358e-4,transition,565,153,transition 0
4165,646.448S,2.38,2.46,1.91,1.9050681695220757,2.43300725983604,1970-01-01T00:00:00Z,20,0,,10,3.554324551547943e-4,transition,565,153,transition 0
4166,646.452S,2.41,2.46,1.91,1.9050927074161605,2.4330294338008804,1970-01-01T00:00:00Z,20,0,,10,3.5472011190678103e-4,transition,565,153,transition 0
4167,646.456S,2.41,2.44,1.91,1.9051176120719964,2.433051859790312,1970-01-01T00:00:00Z,20,0,,10,3.540026001332032e-4,transition,565,153,transition 0
4168,646.46S,2.41,2.44,1.91,1.9051428717255627,2.433074527788411,1970-01-01T00:00:00Z,20,0,,10,3.5328308924450976e-4,transition,565,153,transition 0
4169,646.464S,2.41,2.43,1.91,1.9051684746128377,2.4330974277792556,1970-01-01T00:00:00Z,20,0,,10,3.5257748164362073e-4,transition,565,153,transition 0
4170,646.467S,2.43,2.43,1.91,1.9051878949486212,2.4331147489924234,1970-01-01T00:00:00Z,20,0,,10,3.5197321793222684e-4,transition,565,153,transition 0
4171,646.471S,2.43,2.43,1.91,1.9052140701877105,2.433138030869757,1970-01-01T00:00:00Z,20,0,,10,3.512601522630815e-4,transition,565,153,transition 0
4172,646.475S,2.43,2.43,1.91,1.9052405563094517,2.433161517196048,1970-01-01T00:00:00Z,20,0,,10,3.505250402167257e-4,transition,565,153,transition 0
4173,646.479S,2.44,2.43,1.91,1.9052673415498218,2.433185197955373,1970-01-01T00:00:00Z,20,0,,10,3.4978364935173015e-4,transition,565,153,transition 0
4174,646.483S,2.46,2.43,1.91,1.9052944141448,2.433209063131808,1970-01-01T00:00:00Z,20,0,,10,3.490391549740858e-4,transition,565,153,transition 0
4175,646.487S,2.46,2.43,1.91,1.9053217623303662,2.433233102709433,1970-01-01T00:00:00Z,20,0,,10,3.4829249957929107e-4,transition,565,153,transition 0
4176,646.491S,2.46,2.44,1.91,1.9053493743424985,2.433257306672323,1970-01-01T00:00:00Z,20,0,,10,3.475442469319169e-4,transition,565,153,transition 0
4177,646.495S,2.46,2.43,1.91,1.9053772384171763,2.433281665004556,1970-01-01T00:00:00Z,20,0,,10,3.4679502203255737e-4,transition,565,153,transition 0
4178,646.499S,2.46,2.44,1.91,1.9054053427903779,2.433306167690209,1970-01-01T00:00:00Z,20,0,,10,3.4604622972755065e-4,transition,565,153,transition 0
4179,646.503S,2.46,2.43,1.91,1.9054336756980825,2.4333308047133593,1970-01-01T00:00:00Z,20,0,,10,3.45303848925035e-4,transition,565,153,transition 0
4180,646.507S,2.46,2.44,1.91,1.905462225376268,2.4333555660580823,1970-01-01T00:00:00Z,20,0,,10,3.446001172911889e-4,transition,565,153,transition 0
4181,646.51S,2.46,2.43,1.91,1.9054837728137421,2.4333742126274545,1970-01-01T00:00:00Z,20,0,,10,3.441179625495897e-4,transition,565,153,transition 0
4182,646.514S,2.46,2.43,1.91,1.9055126735330956,2.433399167434119,1970-01-01T00:00:00Z,20,0,,10,3.4417239525239864e-4,transition,565,153,transition 0
4183,646.518S,2.46,2.43,1.91,1.9055417586718728,2.4334242190185695,1970-01-01T00:00:00Z,20,0,,10,3.4791517060274506e-4,transition,565,153,transition 0
4184,646.522S,2.46,2.43,1.91,1.905571016466052,2.4334493573648834,1970-01-01T00:00:00Z,20,0,,10,3.729937668326245e-4,transition,565,153,transition 0
4185,646.526S,2.46,2.43,1.91,1.905600435151612,2.4334745724571376,1970-01-01T00:00:00Z,20,0,,10,5.211098480127835e-4,transition,565,153,transition 0
4186,646.53S,2.47,2.43,1.91,1.9056300029645328,2.4334998542794093,1970-01-01T00:00:00Z,20,0,,10,0.0013797661019128058,transition,565,153,transition 0
4187,646.534S,2.47,2.47,1.93,1.9056597081407924,2.433525192815776,1970-01-01T00:00:00Z,20,0,,10,0.006348112089985517,transition,565,153,transition 0
4188,646.538S,2.47,2.44,1.91,1.90568953891637,2.433550578050314,1970-01-01T00:00:00Z,20,0,,10,0.0013753782038224513,transition,565,153,transition 0
4189,646.542S,2.47,2.44,1.91,1.9057194835272449,2.4335759999671023,1970-01-01T00:00:00Z,20,0,,10,5.186227015020162e-4,transition,565,153,transition 0
4190,646.546S,2.47,2.44,1.91,1.9057495302093954,2.433601448550217,1970-01-01T00:00:00Z,20,0,,10,3.7776247075726186e-4,transition,565,153,transition 0
4191,646.55S,2.47,2.44,1.91,1.905779667198799,2.433626913783733,1970-01-01T00:00:00Z,20,0,,10,3.950651452918822e-4,transition,565,153,transition 0
4192,646.553S,2.47,2.44,1.91,1.9058023221281946,2.4336460176104944,1970-01-01T00:00:00Z,20,0,,10,6.428485949461221e-4,transition,565,153,transition 0
4193,646.557S,2.46,2.44,1.91,1.9058325888481187,2.433671487881403,1970-01-01T00:00:00Z,20,0,,10,0.0021156171224574237,transition,565,153,transition 0
4194,646.561S,2.46,2.46,1.91,1.9058629135242389,2.4336969472589267,1970-01-01T00:00:00Z,20,0,,10,0.010727023494889751,transition,565,153,transition 0
4195,646.565S,2.44,2.46,1.91,1.9058932843925347,2.433722385727143,1970-01-01T00:00:00Z,20,0,,10,0.06111440757425998,transition,565,153,transition 0
4196,646.569S,2.44,2.46,1.93,1.9059236896889837,2.4337477932701286,1970-01-01T00:00:00Z,20,0,,10,0.3563653701994731,transition,565,153,transition 0
4197,646.573S,2.44,2.46,1.93,1.9059541176495662,2.4337731598719614,1970-01-01T00:00:00Z,20,0,,10,0.44967474396214807,transition,565,153,transition 0
4198,646.577S,2.44,2.46,1.93,1.905984556510261,2.433798475516719,1970-01-01T00:00:00Z,20,0,,10,0.47094541430196973,transition,565,153,transition 0
4199,646.581S,2.44,2.44,1.93,1.9060149945070466,2.433823730188476,1970-01-01T00:00:00Z,20,0,,10,0.4496079124572307,transition,565,153,transition 0
4200,646.585S,2.43,2.44,1.93,1.9060454198759016,2.4338489138713126,1970-01-01T00:00:00Z,20,0,,10,0.35758456335342753,transition,565,153,transition 0
4201,646.589S,2.43,2.44,1.91,1.9060758208528048,2.433874016549304,1970-01-01T00:00:00Z,20,0,,10,0.07453136801216452,transition,565,153,transition 0
4202,646.593S,2.43,2.44,1.91,1.906106185673734,2.433899028206527,1970-01-01T00:00:00Z,20,0,,10,0.027092595421021267,transition,565,153,transition 0
4203,646.596S,2.43,2.43,1.91,1.9061289284852814,2.433917721191863,1970-01-01T00:00:00Z,20,0,,10,0.021699580377282892,transition,565,153,transition 0
4204,646.6S,2.43,2.44,1.91,1.9061592017260838,2.4339425494619293,1970-01-01T00:00:00Z,20,0,,10,0.03632057745530533,transition,565,153,transition 0
4205,646.604S,2.43,2.41,1.91,1.9061894064598548,2.4339672591674395,1970-01-01T00:00:00Z,20,0,,10,0.13096964616432336,transition,565,153,transition 0
4206,646.608S,2.43,2.46,1.93,1.9062195309225733,2.4339918402924714,1970-01-01T00:00:00Z,20,0,,10,0.6948287475467435,transition,565,153,transition 0
4207,646.612S,2.44,2.46,1.93,1.9062495633502199,2.434016282821103,1970-01-01T00:00:00Z,20,0,,10,0.8923273542066429,transition,565,153,transition 0
4208,646.616S,2.43,2.46,1.93,1.9062794919787724,2.434040576737411,1970-01-01T00:00:00Z,20,0,,10,0.9620129846012696,transition,565,153,transition 0
4209,646.62S,2.46,2.46,1.93,1.9063093050442095,2.4340647120254713,1970-01-01T00:00:00Z,20,0,,10,0.9868394279787671,transition,565,153,transition 0
4210,646.624S,2.44,2.46,1.93,1.9063389907825095,2.4340886786693616,1970-01-01T00:00:00Z,20,0,,10,0.995939716861826,transition,565,153,transition 0
4211,646.628S,2.44,2.47,1.94,1.9063685374296517,2.4341124666531595,1970-01-01T00:00:00Z,20,0,,10,0.9998445407210991,transition,566,3,transition 0
4212,646.632S,2.44,2.46,1.93,1.9063979332216145,2.4341360659609412,1970-01-01T00:00:00Z,20,0,,10,0.9994665333827532,transition,566,3,transition 0
4213,646.636S,2.44,2.52,1.96,1.9064271663943781,2.434159466576785,1970-01-01T00:00:00Z,20,0,,10,0.9999999430263018,transition,566,3,transition 0
4214,646.639S,2.44,2.37,1.9,1.9064489774783073,2.4341768806218806,1970-01-01T00:00:00Z,20,0,,10,0.99226583756098,transition,567,1,transition 0
4215,646.643S,2.44,2.52,1.96,1.9064778977602952,2.4341999094260176,1970-01-01T00:00:00Z,20,0,,10,0.9999997126166765,transition,568,1,transition 0
4216,646.647S,2.47,2.35,1.9,1.9065066230720251,2.434222711994429,1970-01-01T00:00:00Z,20,0,,10,0.9921145255308892,transition,569,1,transition 0
4217,646.651S,2.44,2.52,1.94,1.9065351416494754,2.4342452783111903,1970-01-01T00:00:00Z,20,0,,10,0.9997941436550588,transition,570,28,transition 0
4218,646.656S,2.47,2.31,1.85,1.9065704812294573,2.4342731387196284,1970-01-01T00:00:00Z,20,0,,10,0.9999999937095817,transition,570,28,transition 0
4219,646.659S,2.44,2.5,1.93,1.9065915115454544,2.434289662126076,1970-01-01T00:00:00Z,20,0,,10,0.9994854220914102,transition,570,28,transition 0
4220,646.663S,2.47,2.31,1.84,1.9066193393359403,2.4343114595923527,1970-01-01T00:00:00Z,20,0,,10,0.9999999999781547,transition,570,28,transition 0
4221,646.667S,2.47,2.44,1.88,1.9066469133360628,2.4343329807432896,1970-01-01T00:00:00Z,20,0,,10,0.999599592998976,transition,570,28,transition 0
4222,646.671S,2.47,2.34,1.84,1.9066742217818002,2.434354215562963,1970-01-01T00:00:00Z,20,0,,10,0.9999999999785494,transition,570,28,transition 0
4223,646.675S,2.46,2.43,1.88,1.906701252909131,2.434375154035449,1970-01-01T00:00:00Z,20,0,,10,0.9994555819091406,transition,570,28,transition 0
4224,646.679S,2.46,2.43,1.88,1.9067279949540354,2.4343957861448273,1970-01-01T00:00:00Z,20,0,,10,0.9993423817728873,transition,570,28,transition 0
4225,646.682S,2.46,2.43,1.88,1.9067478547005772,2.4344110531508663,1970-01-01T00:00:00Z,20,0,,10,0.999453332710222,transition,570,28,transition 0
4226,646.686S,2.46,2.4,1.87,1.9067740625440581,2.4344311250239885,1970-01-01T00:00:00Z,20,0,,10,0.9999701336993295,transition,570,28,transition 0
4227,646.69S,2.46,2.4,1.87,1.9067999489540541,2.4344508629902144,1970-01-01T00:00:00Z,20,0,,10,0.9999783991872203,transition,570,28,transition 0
4228,646.694S,2.46,2.4,1.87,1.9068255021665426,2.4344702570336185,1970-01-01T00:00:00Z,20,0,,10,0.9999790337411502,transition,570,28,transition 0
4229,646.699S,2.46,2.32,1.85,1.9068569572014094,2.434494000687777,1970-01-01T00:00:00Z,20,0,,10,0.9999999965028173,transition,570,28,transition 0
4230,646.702S,2.46,2.4,1.87,1.906875561942917,2.4345079732882775,1970-01-01T00:00:00Z,20,0,,10,0.9999797077689532,transition,570,28,transition 0
4231,646.706S,2.47,2.32,1.83,1.9069000449787603,2.4345262754676855,1970-01-01T00:00:00Z,20,0,,10,0.9999999999999879,transition,570,28,transition 0
4232,646.71S,2.46,2.47,1.88,1.9069241477610122,2.434544193660582,1970-01-01T00:00:00Z,20,0,,10,0.9996257519748325,transition,570,28,transition 0
4233,646.714S,2.49,2.13,1.74,1.906947858525652,2.434561717851044,1970-01-01T00:00:00Z,20,0,,10,1.0000000000000038,transition,570,28,transition 0
4234,646.718S,2.49,2.52,1.88,1.9069711655086579,2.4345788380231483,1970-01-01T00:00:00Z,20,0,,10,0.9996300425319384,transition,570,28,transition 0
4235,646.722S,2.49,2.18,1.75,1.9069940569460107,2.4345955441609735,1970-01-01T00:00:00Z,20,0,,10,1.0000000000000038,transition,570,28,transition 0
4236,646.725S,2.47,2.53,1.88,1.9070109457453952,2.434607796029142,1970-01-01T00:00:00Z,20,0,,10,0.9996336402001387,transition,570,28,transition 0
4237,646.729S,2.47,2.32,1.84,1.9070330816706764,2.4346237535061626,1970-01-01T00:00:00Z,20,0,,10,0.9999999999848085,transition,570,28,transition 0
4238,646.733S,2.47,2.47,1.88,1.9070547696992448,2.434639269405115,1970-01-01T00:00:00Z,20,0,,10,0.9996375693912299,transition,570,28,transition 0
4239,646.737S,2.47,2.32,1.84,1.9070759980670797,2.434654333710076,1970-01-01T00:00:00Z,20,0,,10,0.9999999999882125,transition,570,28,transition 0
4240,646.742S,2.47,2.4,1.87,1.9071018692072157,2.4346725137785956,1970-01-01T00:00:00Z,20,0,,10,0.999980948593705,transition,570,28,transition 0
4241,646.745S,2.43,2.4,1.87,1.9071170287644645,2.4346830674743356,1970-01-01T00:00:00Z,20,0,,10,0.9999807838857143,transition,570,28,transition 0
4242,646.749S,2.46,2.4,1.87,1.907136807565972,2.4346967169017875,1970-01-01T00:00:00Z,20,0,,10,0.9999808913825619,transition,570,28,transition 0
4243,646.753S,2.44,2.4,1.87,1.907156079650661,2.4347098746715568,1970-01-01T00:00:00Z,20,0,,10,0.9999794637019099,transition,570,28,transition 0
4244,646.757S,2.44,2.4,1.87,1.9071748332545106,2.4347225307677216,1970-01-01T00:00:00Z,20,0,,10,0.9998660448358012,transition,570,28,transition 0
4245,646.761S,2.44,2.49,1.91,1.9071930566134998,2.4347346751743575,1970-01-01T00:00:00Z,20,0,,10,0.9915302644890684,transition,571,1,transition 0
