.91	-0.02	8.13	1.26
15824	-0.15	0.93	-0.02	9.16	1.23
15827	-0.13	0.91	-0.02	8.13	1.26
15830	-0.12	0.91	0.00	7.51	0.00
15833	-0.13	0.90	0.00	8.22	0.00
15836	-0.12	0.91	-0.02	7.51	1.26
15839	-0.12	0.90	0.00	7.59	0.00
15842	-0.13	0.91	0.00	8.13	0.00
15845	-0.13	0.91	-0.02	8.13	1.26
15848	-0.12	0.91	-0.02	7.51	1.26
15851	-0.12	0.91	0.01	7.51	-0.63
15854	-0.13	0.93	-0.02	7.96	1.23
15857	-0.13	0.91	0.00	8.13	0.00
15860	-0.13	0.91	0.00	8.13	0.00
15863	-0.12	0.91	0.00	7.51	0.00
15866	-0.13	0.91	0.00	8.13	0.00
15868	-0.13	0.91	0.00	8.13	0.00
15872	-0.13	0.91	0.00	8.13	0.00
15875	-0.13	0.91	0.00	8.13	0.00
15878	-0.12	0.91	0.00	7.51	0.00
15881	-0.13	0.93	-0.02	7.96	1.23
15884	-0.13	0.91	0.00	8.13	0.00
15887	-0.13	0.91	-0.02	8.13	1.26
15890	-0.12	0.91	0.01	7.51	-0.63
15893	-0.13	0.91	-0.02	8.13	1.26
15896	-0.13	0.91	-0.02	8.13	1.26
15899	-0.13	0.93	-0.02	7.96	1.23
15902	-0.13	0.90	0.01	8.22	-0.64
15905	-0.12	0.91	0.00	7.51	0.00
15908	-0.13	0.91	0.00	8.13	0.00
15910	-0.12	0.91	0.00	7.51	0.00
15913	-0.13	0.90	0.00	8.22	0.00
15917	-0.15	0.93	-0.02	9.16	1.23
15920	-0.12	0.90	0.00	7.59	0.00
15923	-0.15	0.93	-0.02	9.16	1.23
15926	-0.16	0.93	-0.02	9.76	1.23
15929	-0.12	0.91	-0.02	7.51	1.26
15932	-0.13	0.91	-0.02	8.13	1.26
15935	-0.13	0.91	0.00	8.13	0.00
15938	-0.13	0.90	0.00	8.22	0.00
15941	-0.13	0.91	-0.02	8.13	1.26
15944	-0.13	0.91	-0.02	8.13	1.26
15947	-0.13	0.91	0.00	8.13	0.00
15950	-0.13	0.91	-0.02	8.13	1.26
15953	-0.13	0.93	-0.02	7.96	1.23
15956	-0.13	0.90	0.00	8.22	0.00
15959	-0.13	0.91	0.00	8.13	0.00
15962	-0.13	0.91	0.01	8.13	-0.63
15965	-0.13	0.91	0.00	8.13	0.00
15968	-0.15	0.91	0.00	9.36	0.00
15971	-0.13	0.91	-0.02	8.13	1.26
15974	-0.12	0.91	0.00	7.51	0.00
15977	-0.13	0.91	0.01	8.13	-0.63
15980	-0.15	0.93	-0.02	9.16	1.23
15983	-0.15	0.91	0.00	9.36	0.00
15986	-0.12	0.91	0.00	7.51	0.00
15989	-0.13	0.91	0.00	8.13	0.00
15991	-0.12	0.91	0.00	7.51	0.00
15994	-0.12	0.91	0.00	7.51	0.00
15997	-0.13	0.91	-0.02	8.13	1.26
16001	-0.13	0.91	0.00	8.13	0.00
16004	-0.13	0.93	0.00	7.96	0.00
16007	-0.13	0.91	0.00	8.13	0.00
16010	-0.12	0.91	0.00	7.51	0.00
16013	-0.12	0.93	-0.02	7.35	1.23
16016	-0.15	0.93	0.00	9.16	0.00
16018	-0.15	0.91	0.00	9.36	0.00
16021	-0.12	0.90	0.00	7.59	0.00
16024	-0.12	0.91	-0.02	7.51	1.26
16027	-0.13	0.91	0.00	8.13	0.00
16030	-0.13	0.91	-0.02	8.13	1.26
16033	-0.13	0.91	0.00	8.13	0.00
16036	-0.12	0.91	-0.02	7.51	1.26
16039	-0.13	0.91	-0.02	8.13	1.26
16043	-0.12	0.91	-0.02	7.51	1.26
16046	-0.13	0.93	0.00	7.96	0.00
16049	-0.15	0.94	-0.02	9.07	1.22
16052	-0.12	0.91	-0.02	7.51	1.26
16055	-0.13	0.91	0.00	8.13	0.00
16058	-0.13	0.94	0.00	7.87	0.00
16061	-0.12	0.91	-0.02	7.51	1.26
16063	-0.13	0.91	0.00	8.13	0.00
16066	-0.13	0.91	0.00	8.13	0.00
16069	-0.13	0.91	-0.02	8.13	1.26
16072	-0.12	0.91	0.00	7.51	0.00
16075	-0.13	0.91	-0.02	8.13	1.26
16078	-0.13	0.91	0.01	8.13	-0.63
16081	-0.13	0.91	0.00	8.13	0.00
16084	-0.13	0.91	0.00	8.13	0.00
16088	-0.12	0.91	-0.02	7.51	1.26
16091	-0.15	0.93	-0.02	9.16	1.23
16094	-0.12	0.90	0.00	7.59	0.00
16097	-0.12	0.91	-0.02	7.51	1.26
16100	-0.13	0.91	-0.02	8.13	1.26
16103	-0.15	0.93	-0.02	9.16	1.23
16106	-0.13	0.91	-0.03	8.13	1.89
16109	-0.12	0.91	-0.02	7.51	1.26
16112	-0.12	0.91	-0.02	7.51	1.26
16115	-0.15	0.93	-0.02	9.16	1.23
16118	-0.13	0.94	0.00	7.87	0.00
16121	-0.12	0.93	-0.02	7.35	1.23
16124	-0.15	0.91	0.00	9.36	0.00
16128	-0.13	0.91	-0.02	8.13	1.26
16130	-0.13	0.90	0.00	8.22	0.00
16133	-0.13	0.91	-0.02	8.13	1.26
16136	-0.13	0.93	0.00	7.96	0.00
16139	-0.13	0.94	0.00	7.87	0.00
16142	-0.12	0.91	0.00	7.51	0.00
16145	-0.13	0.90	0.00	8.22	0.00
16148	-0.13	0.91	0.00	8.13	0.00
16151	-0.13	0.93	-0.02	7.96	1.23
16154	-0.13	0.91	-0.02	8.13	1.26
16157	-0.13	0.93	0.00	7.96	0.00
16159	-0.12	0.91	0.00	7.51	0.00
16162	-0.13	0.91	-0.02	8.13	1.26
16165	-0.12	0.91	0.00	7.51	0.00
16168	-0.13	0.91	0.00	8.13	0.00
16172	-0.13	0.91	0.00	8.13	0.00
16175	-0.13	0.91	0.00	8.13	0.00
16178	-0.12	0.90	0.00	7.59	0.00
16180	-0.12	0.91	0.00	7.51	0.00
16183	-0.13	0.93	-0.02	7.96	1.23
16186	-0.12	0.90	0.00	7.59	0.00
16189	-0.13	0.91	0.00	8.13	0.00
16192	-0.13	0.93	0.00	7.96	0.00
16195	-0.13	0.90	0.01	8.22	-0.64
16198	-0.12	0.90	0.00	7.59	0.00
