86
14438	-0.01	0.96	-0.08	0.60	4.76
14441	0.00	0.96	-0.06	0.00	3.58
14444	-0.03	0.96	-0.08	1.79	4.76
14447	-0.01	0.96	-0.09	0.60	5.36
14450	-0.01	0.96	-0.08	0.60	4.76
14453	-0.01	0.96	-0.08	0.60	4.76
14456	-0.01	0.96	-0.08	0.60	4.76
14459	-0.01	0.96	-0.05	0.60	2.98
14462	0.00	0.96	-0.06	0.00	3.58
14466	0.00	0.96	-0.08	0.00	4.76
14469	0.00	0.94	-0.06	0.00	3.65
14472	0.00	0.94	-0.05	0.00	3.04
14475	-0.01	0.96	-0.08	0.60	4.76
14478	-0.01	0.96	-0.06	0.60	3.58
14480	-0.04	0.96	-0.08	2.39	4.76
14483	-0.01	0.96	-0.08	0.60	4.76
14486	-0.01	0.96	-0.06	0.60	3.58
14489	0.00	0.94	-0.06	0.00	3.65
14492	-0.01	0.97	-0.06	0.59	3.54
14495	0.00	0.96	-0.08	0.00	4.76
14498	0.00	0.94	-0.06	0.00	3.65
14501	-0.01	0.96	-0.06	0.60	3.58
14504	-0.01	0.96	-0.05	0.60	2.98
14508	0.00	0.94	-0.05	0.00	3.04
14511	0.00	0.94	-0.08	0.00	4.86
14514	-0.01	0.94	-0.06	0.61	3.65
14516	0.00	0.96	-0.06	0.00	3.58
14519	-0.01	0.96	-0.08	0.60	4.76
14522	0.00	0.96	-0.08	0.00	4.76
14525	-0.01	0.96	-0.06	0.60	3.58
14528	0.00	0.96	-0.08	0.00	4.76
14531	-0.01	0.96	-0.06	0.60	3.58
14534	0.00	0.94	-0.06	0.00	3.65
14537	-0.01	0.96	-0.06	0.60	3.58
14540	0.00	0.96	-0.06	0.00	3.58
14543	-0.01	0.94	-0.06	0.61	3.65
14546	-0.01	0.94	-0.06	0.61	3.65
14550	0.00	0.94	-0.06	0.00	3.65
14552	0.00	0.96	-0.08	0.00	4.76
14555	-0.01	0.96	-0.08	0.60	4.76
14558	0.00	0.96	-0.11	0.00	6.54
14561	-0.01	0.96	-0.08	0.60	4.76
14564	0.00	0.96	-0.08	0.00	4.76
14567	-0.01	0.94	-0.06	0.61	3.65
14570	0.00	0.96	-0.08	0.00	4.76
14573	0.00	0.94	-0.06	0.00	3.65
14576	-0.01	0.96	-0.08	0.60	4.76
14579	-0.01	0.94	-0.08	0.61	4.86
14581	0.00	0.94	-0.06	0.00	3.65
14584	-0.01	0.96	-0.06	0.60	3.58
14587	-0.01	0.94	-0.06	0.61	3.65
14590	0.00	0.93	-0.06	0.00	3.69
14594	-0.01	0.94	-0.06	0.61	3.65
14597	0.00	0.96	-0.08	0.00	4.76
14600	-0.01	0.96	-0.08	0.60	4.76
14603	-0.01	0.96	-0.08	0.60	4.76
14606	0.00	0.94	-0.06	0.00	3.65
14609	0.00	0.94	-0.05	0.00	3.04
14612	-0.01	0.94	-0.06	0.61	3.65
14615	0.00	0.94	-0.06	0.00	3.65
14617	0.00	0.94	-0.08	0.00	4.86
14620	0.00	0.96	-0.08	0.00	4.76
14623	0.00	0.96	-0.06	0.00	3.58
14626	0.00	0.96	-0.06	0.00	3.58
